Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
12.10.2018,15:00,2EA3327,01,ANKARA DSİ,89 - 73,SİGORTAM.NET İTÜ BB,,ANKARA,Mamak Belediyesi Spor Salonu,,TURGUT IŞIK,OZAN GÖNEN,ANIL VEZİROĞLU,İHSAN KÜÇÜKAYCAN,SİBEL FAZLIOĞLU,TUNCER ULUŞEKER,ANIL ENDER DURGUN,ONUR YEŞİLBAĞ,Mamak Belediyesi Spor Salonu
12.10.2018,16:00,2EA3321,01,OGM ORMANSPOR,94 - 79,FİNAL SPOR,,ANKARA,M. Sait Zarifoğlu Spor Salonu,,TUNÇTAN DURMUŞCAN,MURAT AMAÇ,SERDAR SARAÇ,ERDEM EFE,EZGİ HAN,AKIN AYTEKİN,VEYSEL SİNAN TUNCER,FATMA ÇELİK,M. Sait Zarifoğlu Spor Salonu
12.10.2018,18:00,2EA3324,01,DÜZCE BELEDİYE,74 - 68,ARTVİN BELEDİYE,,DÜZCE,Kalıcı Konutlar Merkez Spor Salonu,,YÜCEL ÇİLİNGİR,MEHMET ONUR SÖNMEZ,MUZAFFER VARDARLI,BURAK DEDE,YUNUS ZENGİN,MESUT YILMAZ,EMRE ARSLAN,ONUR OROÇ,Kalıcı Konutlar Merkez Spor Salonu
13.10.2018,16:00,2EA3322,01,KARESİ SPOR,113 - 60,BANDIRMA KIRMIZI,,BALIKESİR,Kurtdereli Spor Salonu,,UĞUR ÖZEN,SÜLEYMAN DAĞDER DAĞLI,UMUT ÖZGÜN ERGÜN,İLKE ORTAÇ ALATAN,MUSA ÇALIŞKAN,IŞIL ÖZKAN,HAKAN KÜLAHLI,NESLİHAN ÇOBAN,Kurtdereli Spor Salonu
13.10.2018,17:00,2EA3323,01,BURSASPOR DURMAZLAR,69 - 68,MAMAK BLD. YENİ MAMAK SPOR,,BURSA,Bursa Atatürk Spor Salonu,,AYDIN KARAÇAM,EGEMEN ERCAN,GÖKSUN ÖZ,ALİ RIZA YILMAZ,CEREN YAVUZ,EMEL ÖZTÜRK,ABDULLAH KURT,ADEM ÇATALKAŞ,Bursa Atatürk Spor Salonu
13.10.2018,17:00,2EA3325,01,EDİRNE SPOR,74 - 79,AKHİSAR BELEDİYE,,EDİRNE,Mimar Sinan Spor Salonu,,TAHSİN KUZU,ABDULLAH KOPUTAN,ALPER ELÇİKOCA,RAHŞAN ŞEBNEM TÜMER,DENİZ AZAZ,ELİF ÖÇAL,TUNA TAŞ,DENİZ TAŞDEMİR BULUR,Mimar Sinan Spor Salonu
13.10.2018,17:00,2EA3326,01,MANİSA BÜYÜKŞEHİR BELEDİYE,81 - 67,SEMT77 YALOVA BELEDİYE,,MANİSA,Manisa Atatürk Spor Salonu,,ERGİN SARI,TOLGA EDİS,AYHAN BAYKARA,DİDEM SÜER,GÜL YILDIRIM,ESRA HOZANLI,TUĞBERK ŞENGÜLDÜREN,İSMAİL ATAR,Manisa Atatürk Spor Salonu
14.10.2018,17:00,2EA3328,01,KONYASPOR,93 - 84,PETKİM SPOR,,KONYA,Selçuklu Belediyesi Spor Salonu,,AYDIN KARAÇAM,FATİH GÜLER,YİĞİT GÖNÜLTAŞ,FİLİZ ÖGET,OSMAN KESER,VEDAT ORHAN,HEDİYE BALIKCI,HEDİYE BALIKCI,Selçuklu Belediyesi Spor Salonu
19.10.2018,14:00,2EA3329,02,FİNAL SPOR,96 - 101,EDİRNE SPOR,,BURSA,Bursa Atatürk Spor Salonu,,İBRAHİM ALTINTAŞ,UYGAR KURT,AYHAN BAYKARA,ELA ONAT,NESİBE ÇAY,EMEL ÖZTÜRK,BERNA EKBİÇ,ESRA AL,Bursa Atatürk Spor Salonu
19.10.2018,14:00,2EA3330,02,SİGORTAM.NET İTÜ BB,100 - 112,KARESİ SPOR,,İSTANBUL,Adalet Turan Spor ve Etkinlik Merkezi,,SAMİ ÖZEL,MEHMET ONUR SÖNMEZ,DORUKHAN KALYONCU,YAŞAR SİNAN ÇELİKOĞLU,CEYDA KAPKAÇ,KEREM SIRMAGİL,ESİN MÜEZZİNOĞLU,HİLMİ CANKUT AYNAR,Adalet Turan Spor ve Etkinlik Merkezi
