Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
20.10.2017,15:00,BBA0918,01,OLİMPİK BASKET,95 - 27,KÜÇÜKÇEKMECE BASKETBOL G.S.K,B,İSTANBUL,Caferağa Spor Salonu,,SABRİ GÜNDÜZ,BARIŞ ÖZTÜRK,,,MERVE SERDAR,ESER FIRIL,YEŞİM ÖZCAN ÖZTÜRK,,Caferağa Spor Salonu
20.10.2017,18:30,BBA0917,01,İSTANBUL ATA SPOR,72 - 93,GALATASARAY GELİŞİM,B,İSTANBUL,Çekmeköy Spor Kompleksi,,NURİ DİLMEN,GÖKSU TEKSÖZ,,,GÜLTEKİN KABAŞ,TOLGAY ÖZCAN,DEMET ULUCUTSOY,,Çekmeköy Spor Kompleksi
21.10.2017,14:00,BBA0758,01,KAHRAMANKAZAN BELEDİYE,37 - 63,DÜZCE BELEDİYE,E,ANKARA,Ankara Spor Salonu,,DURSUN UĞRAL,MUSTAFA SELÇUK,,,ŞERİFE KÜBRA ÇELİK,SİNA KÜÇÜKDİLEK,ÖMÜR BAHTİYAROĞLU,SERKAN ÇADIR,Ankara Spor Salonu
21.10.2017,14:00,BBA0802,01,MENEMEN BELEDİYE,72 - 99,İZMİR BŞB.,C,İZMİR,Menemen Gölpark Asarlık Spor Salonu,,GÖZDE KAFADAR,OKAN MUHAMMET ANLATICI,,,EBRU DIVRAK,GÖZDE ONAN,İSMAİL AKGÜL,AYBİKE GÖCEKLİ,Menemen Gölpark Asarlık Spor Salonu
21.10.2017,15:00,BBA0800,01,ALANYA BELEDİYE,49 - 69,BATI MAKİNA SANAYİ,C,ANTALYA,Alanya 75.Yıl Spor Salonu,,OKAN GÜNGÖR,BERKİ PEKER,,,KEZİBAN KARTCA,KORAY ASAL,CİHAN ÖZTEMEL,HALİL ERDOĞAN,Alanya 75.Yıl Spor Salonu
21.10.2017,16:00,BBA0760,01,ALTINEL,66 - 47,BATIKENT YILDIZLAR,E,ANKARA,Ankara Spor Salonu,,TAYLAN ÖZGÜR ÜLTEN,ABDULLAH ÖZKAN,,,FATMA DENİZ SÖNMEZ,SİBEL DÖRTKOL CANLI,KORAY KORKMAZ,VOLKAN PEHLİVANLI,Ankara Spor Salonu
22.10.2017,11:30,BBA0759,01,BARTIN BELEDİYESİ,43 - 98,NESİBE AYDIN,E,BARTIN,Ömer Tepesi Spor Salonu,,MEHMET BATIKAN TEKER,KERİM ABDURRAHMAN YILMAZ,,,ZAFER BİRGÜL,MEHMET AKİF ÜNLÜ,MEHMET TAŞKIN MESCİ,BURHAN ÇETİN,Ömer Tepesi Spor Salonu
22.10.2017,13:00,BBA0801,01,GÖLHİSAR CUMHURİYET İ.Ö.O.,41 - 105,NAZİLLİ BELEDİYE,C,BURDUR,Burdur Gölhisar Spor Salonu,,AHMET YAKAR,TUĞÇE AKYILDIZ,,,,,,,Burdur Gölhisar Spor Salonu
3.11.2017,14:00,BBA0886,01,GİRESUN ÜNİVERSİTESİ,69 - 72,ORDU İEF AÇI KOLEJİ,D,GİRESUN,19 Eylül Kapalı Spor Salonu,,İSMAİL KASAP,SALİH ACAR,,,MİHRİBAN ÇİĞDEM,AYNUR KONAR BAVUK,ŞADUMAN AKTAŞ,ZEYNEP BIÇAKCI,19 Eylül Kapalı Spor Salonu
4.11.2017,13:00,BBA0729,01,AS KADİRLİ,102 - 22,BATMAN ÖZEL İDARE GENÇLERBİRLİĞİ,A,OSMANİYE,Tosyalı S.S.,,MUSTAFA AKSOY,YETER DOĞAN,,,SEMA ÇINKIR,HACI AHMET HAYTA,ABDUSSAMET ANIL,AHMET AYDIN,Tosyalı S.S.
4.11.2017,14:30,BBA0858,01,KOCAELİ BASKET,62 - 67,KOCATÜRK KOLEJİ,F,KOCAELİ,Kocaeli Atatürk Spor Salonu,,MUSTAFA BAŞTÜRK,ABDULLAH ÖZKAN,,,KÜBRA AYDOĞAN,GAMZE KURT,,,Kocaeli Atatürk Spor Salonu
4.11.2017,15:00,BBA0730,01,D.S.İ. SPOR,20 - 0,KAYAPINAR BELEDİYE,A,ŞANLIURFA,Harran Üniversitesi Osmanbey Kampüsü Spor Salonu,,MEHMET BATIKAN TEKER,ALPER CAN BOZYEL,,,TUĞÇE ÇİFÇİ,HÜSEYİN AYKAÇ,,,Harran Üniversitesi Osmanbey Kampüsü Spor Salonu
4.11.2017,18:00,BBA0856,01,BURHANİYE BELEDİYE,69 - 71,BASKETBOLU DESTEKLEYENLER,F,BALIKESİR,Burhaniye ATATÜRK Spor Salonu,,SERAY AK,OKAN MUHAMMET ANLATICI,,,MAHMUT DEMİR,MEHMET BÜYÜKTÜRK,OGÜN KURTULUŞ,,Burhaniye ATATÜRK Spor Salonu
