Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
30.09.2017,14:00,BGL2,01,TOFAŞ,72 - 67,BEŞİKTAŞ,A,BURSA,Bursa Atatürk Spor Salonu,,AHMET KÖSE,GÖRKEM ÜÇKILINÇ,ERDOĞAN ÇELEBİ,,EMEL ÖZTÜRK,SEVDA USTA,BÜŞRA HEKİMOĞLU,,Bursa Atatürk Spor Salonu
1.10.2017,13:00,BGL9,01,BAHÇEŞEHİR KOLEJİ,63 - 62,TRABZONSPOR,B,İSTANBUL,Caferağa Spor Salonu,,BURAK KAAN TAN,ÖMER KALAYDIN,KAAN KESKİN,,EYLÜL DEDE,SERHAT LEVENT,GÖZDE BEGÜM AKÜZÜM,,Caferağa Spor Salonu
1.10.2017,14:00,BGL10,01,MURATBEY UŞAK SPORTİF,74 - 88,GALATASARAY,B,UŞAK,ATATÜRK Spor Salonu,,EMRAH ŞATIR,NURŞAH OPAKBAY,GÜNEY BİRLİK,,DENİZ DEMİREL,HALİME SEMA DÜMEN,KAZIM KAĞAN ŞENTÜRK,MERT UÇAR,ATATÜRK Spor Salonu
1.10.2017,14:00,BGL3,01,TED ANKARA KOLEJLİLER,129 - 52,YEŞİLGİRESUN BELEDİYESPOR,A,ANKARA,TED Üniversitesi Prof. Dr. Rüştü Yüce S.S.,,AYSUN ERGİN ÇETİNKAYA,ALPEREN BAŞER,ALMİNA KOCABAŞ,,CESARİ EMRE YILDIRIM,RESUL GEÇER,ONUR YEŞİLBAĞ,BİLAL UZGÖREN,TED Üniversitesi Prof. Dr. Rüştü Yüce S.S.
1.10.2017,14:00,BGL5,01,GAZİANTEP BASKETBOL,51 - 84,ESKİŞEHİR BASKET,A,GAZİANTEP,Karataş Şahinbey Spor Salonu,,HAMZA ÇELİK,KEMAL AFŞİN,AHMET MALİK ŞAN,,BARIŞ ÖZGÜNEŞ,MUSTAFA BODUR,RECEP ÖZTÜRK,ALİ DALYANOĞLU,Karataş Şahinbey Spor Salonu
1.10.2017,14:30,BGL4,01,GELİŞİM KOLEJİ,77 - 83,İSTANBUL BBSK,A,İZMİR,Gelişim Koleji S.S.,,BURAK DURMUŞ,MELİKŞAH MERCAN,METİN EROL,,,,,,Gelişim Koleji S.S.
1.10.2017,15:00,BGL6,01,SAKARYA BÜYÜKŞEHİR BASKETBOL,71 - 76,DEMİR İNŞAAT BÜYÜKÇEKMECE BASKETBOL,B,SAKARYA,Sakarya Atatürk Spor Salonu,,CAN YANAR,OĞUZ BİNİCİER,HASAN KAMİL TAKINYALIOĞLU,,KADRİYE ÇAKA,KÜRŞAT ERKEN,YUSUF MURAT ÖTEN,,Sakarya Atatürk Spor Salonu
1.10.2017,15:00,BGL8,01,BANVİT,99 - 69,PINAR KARŞIYAKA,B,BALIKESİR,Banvit Kara Ali Acar Spor Salonu,,ORÇUN AKGÜL,ANIL HAMİT SAYAR,OKAN BERK TUNÇEL,,EYLEM KAYA,MUSA ÇALIŞKAN,OGÜN KURTULUŞ,,Banvit Kara Ali Acar Spor Salonu
1.10.2017,15:30,BGL7,01,TÜRK TELEKOM,78 - 88,FENERBAHÇE DOĞUŞ,B,ANKARA,Ankara Spor Salonu,,ÇAĞKAN ERTÜRK,KAĞAN SÖNMEZ,BURAK PEHLİVAN,,ZEYNEP ÖZMEN,VEYSEL SİNAN TUNCER,YUSUF NADAS,GÖKHAN BAŞARAN,Ankara Spor Salonu
1.10.2017,17:00,BGL1,01,ANADOLU EFES,78 - 83,DARÜŞŞAFAKA BASKETBOL,A,İSTANBUL,Ahmet Cömert Spor Salonu,,HALUK YAKIN,UĞUR AKYILDIZ,FURKAN KESERATAR,,BİROL ŞİMŞEK,ERMAN YÜCEL,ESİN MÜEZZİNOĞLU,,Ahmet Cömert Spor Salonu
