Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
15.09.2023,16:00,2EA4733,01,SEMT77 YALOVASPOR,82 - 71,ESENLER EROKSPOR,,YALOVA,90. Yıl Spor Salonu,TRT Spor Yıldız,HALİL ERKOÇ,MESUT ÖZTÜRK,BURAK AKTAŞ,HAKAN BEŞTEPE,ELMAS DEMİREL AYDEMİR,NURAY SORUŞ,AYNUR SAĞINDIK,İBRAHİM HALİL SİVİL,90. Yıl Spor Salonu
16.09.2023,13:00,2EA4737,01,ALAGÖZ HOLDİNG IĞDIR BASKETBOL,57 - 76,ÇAYIROVA BELEDİYESİ,,IĞDIR,Iğdır Kazım Karabekir Spor Salonu,Youtube / TBF TV,UĞUR ÖZEN,AHMET MURAT ARIKANLI,ÇAĞATAY TAŞKIN,BURAK DEDE,HÜSEYİN YAZICI,MUHAMMET ALİ YAVUZ,MUSTAFA MELİH AFŞİN,AHMET YİĞİT,Iğdır Kazım Karabekir Spor Salonu
16.09.2023,14:45,2EA4732,01,KOCAELİ BÜYÜKŞEHİR BELEDİYE KAĞITSPOR,74 - 84,GÖLBAŞI BELEDİYESİ TED ANKARA KOLEJLİLER,,KOCAELİ,Kocaeli Atatürk Spor Salonu,Youtube / TBF TV,SERTAN KIRKLAR,BURAK DURMUŞ,ALİ RIZA PİNAT,NAİM ÖZYEŞİLPINAR,DİDEM ŞENGEL,TÜRKER YILMAZ,GAMZE KURT,TARIK ERDOĞAN,Kocaeli Atatürk Spor Salonu
16.09.2023,16:30,2EA4738,01,MERSİN BÜYÜKŞEHİR BELEDİYESİ,109 - 87,MKE ANKARAGÜCÜ IKON MENKUL,,MERSİN,Edip Buran Spor Salonu,Youtube / TBF TV,YÜCEL ÇİLİNGİR,YİĞİT EMRE ŞİMŞEK,BURAK PEHLİVAN,YUSUF BÜYÜKFİDAN,TÜRKAN KEKLİK,TUFAN EZER,AHMET ÖZDOĞAN,LEVENT YORULMAZ,Edip Buran Spor Salonu
16.09.2023,18:15,2EA4735,01,FİNAL SPOR,79 - 83,SİGORTAM NET,,BURSA,Naim Süleymanoğlu Spor Kompleksi,Youtube / TBF TV,OZAN GÖNEN,NİHAT ÇETİN,MUSTAFA ÇELTİKER,EBRU ÖZTAŞKIRAN,ESRA SOLAK,BERNA EKBİÇ,ELİZ ŞEN,ERAY BABAHANOĞLU,Naim Süleymanoğlu Spor Kompleksi
17.09.2023,13:00,2EA4736,01,PİZZA LAZZA HAREM SPOR,93 - 85,KAPAKLISPOR,,İSTANBUL,Şehit Mustafa Özel Spor Kompleksi,Youtube / TBF TV,TURGUT IŞIK,AHMET TANER İBİN,BATUHAN MERT GÜL,ENİS GÜREL,BERNA ÇOLAK,ALPER LAÇİNKAYA,AYGÜN SEVGİL,ŞAZİYE SİMSAR YAKIN,Şehit Mustafa Özel Spor Kompleksi
17.09.2023,14:00,2EA4730,01,BORNOVA BELEDİYESİ KARŞIYAKA,90 - 93,KONYASPOR,,İZMİR,Altındağ Atatürk Spor Kompleksi,Youtube / TBF TV,AYDIN KARAÇAM,UĞUR AKYILDIZ,BARIŞ BURAK DURMUŞ,SEDEF ÜSTÜNER,İLAYDA DİNÇEL,HAKAN DÖNMEZ,GÖKHAN YAZ,SENEM ARIN KOCATÜRK,Altındağ Atatürk Spor Kompleksi
17.09.2023,15:45,2EA4731,01,OGM ORMANSPOR,82 - 78,BALIKESİR BÜYÜKŞEHİR BELEDİYESPOR,,ANKARA,M. Sait Zarifoğlu Spor Salonu,Youtube / TBF TV,İBRAHİM ALTINTAŞ,ABDULLAH KOPUTAN,ÖZKAN ÇAĞLAYAN,MEHMET KAŞİF BATTAL,YENER SALMAN,SİBEL FAZLIOĞLU,MİNE KARAMAN,ALPER KESEN,M. Sait Zarifoğlu Spor Salonu
18.09.2023,16:00,2EA4734,01,FENERBAHÇE KOLEJİ NOVOTEL,78 - 91,GAZİANTEP BASKETBOL,,İSTANBUL,Fenerbahçe Metro Enerji Spor Salonu,TRT Spor Yıldız,ÖNDER YILMAZ,ÖZKAN TALO,ATAKAN KAYMAK,ERKAN URASLI,NAZLI TUZCUOĞLU,EBRU ULUDOĞAN,ZEHRA AKAN,GÜLTEKİN KABAŞ,Fenerbahçe Metro Enerji Spor Salonu
22.09.2023,16:00,2EA4746,02,GÖLBAŞI BELEDİYESİ TED ANKARA KOLEJLİLER,85 - 71,OGM ORMANSPOR,,ANKARA,Gölbaşı Spor Salonu,TRT Spor Yıldız,ORKUN YURTTAŞ,ÖZKAN TALO,ATAKAN KAYMAK,OZAN ÜSTÜN,MİNE MİHRİCAN KANBUR,FATİH ŞEN,ALİ MURAT SUNGUR,NİHAN ÜNSAL,Gölbaşı Spor Salonu
