Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
25.10.2024,15:00,BGLK488,01,NESİBE AYDIN,57 - 44,MELİKGAZİ KAYSERİ BASKETBOL,A,ANKARA,TOBB ETÜ Spor Salonu ,Youtube / TBF TV,FATİH OĞUZHAN,MAHİR ÇITAK,HALİL SAMET KESKİN,BETÜL KARADEDE,ELİF CAN,ALPER KESEN,MİNE MİHRİCAN KANBUR,FATMA ÇELİK,TOBB ETÜ Spor Salonu
26.10.2024,14:00,BGLK485,01,ADANA BBSK,38 - 50,BEŞİKTAŞ,A,ADANA,Atatürk Spor Salonu,Youtube / TBF TV,MEHMET SEÇKİN ÖZTÜRK,BERKİN YÜCER,YILDIZ NESLİHAN PEKER,MUSTAFA KEMAL ERSÖZ,FERHAT ÜLGE,DENİZ ORGÜN,MEHMET MURAT KÖMÜRHANLI,CİHAT YILMAZ,Atatürk Spor Salonu
27.10.2024,14:30,BGLK490,01,TED ANKARA KOLEJLİLER,63 - 74,BOTAŞ,A,ANKARA,TED Üniversitesi Prof. Dr. Rüştü Yüce S.S.,Youtube / TBF TV,YAVUZHAN KÜRŞAT AYDIN,NAMİ SUNAY SOYDAN,ALİ KAAN USLU,MERT KARAOĞLAN,VEFA ÇELİK,AKIN AYTEKİN,FEVZİ CAN ÜRESİN,ALİ MURAT SUNGUR,TED Üniversitesi Prof. Dr. Rüştü Yüce S.S.
27.10.2024,15:00,BGLK487,01,İLKEM YAPI TARSUS,48 - 104,GALATASARAY,B,MERSİN,Edip Buran Spor Salonu,Youtube / TBF TV,SALİH DALMAN,HASAN KORKMAZ,HASAN HÜSEYİN DEVECİ,MEYMİNE MİNE YAZGÖNÜL,NAİL ŞARAPLI,BETÜL ÖZCAN,HURİYE ERGENÇ,AHMET ÖZDOĞAN,Edip Buran Spor Salonu
28.10.2024,14:00,BGLK486,01,ÇBK MERSİN,77 - 61,İZMİR EGE GELİŞİM,B,MERSİN,Edip Buran Spor Salonu,Youtube / TBF TV,HAMZA ÇALIŞKAN,ALİ BARAK,TALHA ÜNAL,TURGAY KÖROĞLU,İHSAN SARI,MUZAFFER HARUN ÖZSOY,SEMRA ŞENEL,SERAAY ŞİMŞEK,Edip Buran Spor Salonu
28.10.2024,18:00,BGLK489,01,OGM ORMANSPOR,37 - 73,ÇANKAYA ÜNİVERSİTESİ,B,ANKARA,M. Sait Zarifoğlu Spor Salonu,Youtube / TBF TV,YASEMİN KUNDAKÇI,ALMİR CEM SINACI,YUSUF KARABAĞ,ŞABAN KAYMAK,MELTEM BULUREL,FATİH ŞEN,SÜLEYMAN YALÇIN TORUNOĞLU,BİLAL UZGÖREN,M. Sait Zarifoğlu Spor Salonu
3.11.2024,15:00,BGLK496,02,GALATASARAY,88 - 57,OGM ORMANSPOR,B,İSTANBUL,Ahmet Cömert Spor Salonu,Youtube / TBF TV,MELİK KAYA,MEHMET KURTULUŞ SAVAŞ,MEHMET HAKAN ALATAŞ,SERDAR ÇELİK,NEŞE KIRAN,CEYDA KAPKAÇ,NAZLI YENER,SEMRA AKDUMAN,Ahmet Cömert Spor Salonu
3.11.2024,17:00,BGLK492,02,BOTAŞ,60 - 44,NESİBE AYDIN,A,ANKARA,Yeni Botaş Spor Salonu,Youtube / TBF TV,ALİ KÜÇÜKERDEM,HÜSEYİN MERİÇ ÇAKIR,ANIL YEŞİLDAĞ,MEHMET AKİF BALTACI,ALİ SERCAN SEVER,ALİ MURAT SUNGUR,EROL TUNCEL,ALPER KESEN,Yeni Botaş Spor Salonu
3.11.2024,19:00,BGLK491,02,BEŞİKTAŞ,74 - 75,TED ANKARA KOLEJLİLER,A,İSTANBUL,BJK Fibabanka Spor Kompleksi,Youtube / TBF TV,İBRAHİM DENİZ,MERT ENVER GERMEN,ONUR UĞUR ÇİÇEKDENK,KORAY DOĞAN URBARLI,DERYA ÖZTÜRK,GÖKHAN BAŞARAN,TUĞBA AKYÜZ,MERVE GÜLDAŞ,BJK Fibabanka Spor Kompleksi
4.11.2024,13:00,BGLK494,02,EMLAK KONUT,76 - 67,ADANA BBSK,A,İSTANBUL,Ahmet Cömert Spor Salonu,Youtube / TBF TV,SENAY COŞKUN,MERT ENVER GERMEN,EGEHAN SERT,ERKAN URASLI,HÜLYA ÖZKAN,KEREM SIRMAGİL,EMRAH RİFAİ,TUĞÇE KAYA,Ahmet Cömert Spor Salonu
