Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
9.02.2021,10:00,BGL806,01,ANADOLU EFES,99 - 64,FMV IŞIK OKULLARI AFYON BELEDİYESİ,A,BOLU,Ertuğrul Mete Spor Kompleksi,,AYTUĞ EKTİ,SALİH ARDA UNUL,OSMAN YETİŞKİN,HAKAN ŞAHİN,DİDEM ÇİNAR,SEVİM AKTAŞ,EMİN KEREM ERKADAM,EMİRHAN SERTOĞLU,Ertuğrul Mete Spor Kompleksi
9.02.2021,12:30,BGL807,01,BAHÇEŞEHİR KOLEJİ,79 - 82,TED ANKARA KOLEJLİLER,A,BOLU,Ertuğrul Mete Spor Kompleksi,,ALİ KÖSEOĞLU,DOĞU BERK İNNAL,SEZER BOR,HAKAN ŞAHİN,METİN ÇETİN,EMİRHAN SERTOĞLU,SEVİM AKTAŞ,DİDEM ÇİNAR,Ertuğrul Mete Spor Kompleksi
9.02.2021,15:00,BGL808,01,BEŞİKTAŞ JK,62 - 79,TOFAŞ,A,BOLU,Ertuğrul Mete Spor Kompleksi,,HALİL BALDEMİR,CAN ÜTKÜR,YARKIN KESKİN,İHSAN KÜÇÜKAYCAN,SEVİM AKTAŞ,METİN ÇETİN,DİDEM ÇİNAR,EMRE BUĞRAHAN YILMAZ,Ertuğrul Mete Spor Kompleksi
9.02.2021,17:30,BGL809,01,BÜYÜKÇEKMECE BASKETBOL,58 - 71,PINAR KARŞIYAKA,A,BOLU,Ertuğrul Mete Spor Kompleksi,,SEMİH VURAL,NİHAT KARA,SADETTİN BAYCAN,İHSAN KÜÇÜKAYCAN,EMİN KEREM ERKADAM,SEVİM AKTAŞ,EMİRHAN SERTOĞLU,METİN ÇETİN,Ertuğrul Mete Spor Kompleksi
9.02.2021,20:00,BGL810,01,EMPERA HALI GAZİANTEP BASKETBOL,73 - 62,GELİŞİM KOLEJİ,A,BOLU,Ertuğrul Mete Spor Kompleksi,,AHMET TATLICI,SÜLEYMAN EREN PEKDOĞAN,ALMİNA KOCABAŞ,İHSAN KÜÇÜKAYCAN,EMİRHAN SERTOĞLU,EMİN KEREM ERKADAM,DİDEM ÇİNAR,EMRE BUĞRAHAN YILMAZ,Ertuğrul Mete Spor Kompleksi
16.02.2021,10:00,BGL821,01,FENERBAHÇE BEKO,93 - 59,LOKMAN HEKİM FETHİYE BELEDİYE SPOR,B,BOLU,Ertuğrul Mete Spor Kompleksi,,MUSA KAZIM ÇETİN,BARAN AVŞAR,GÜNEY BİRLİK,VEYSEL PEKDOĞAN,SEVİM AKTAŞ,AHSEL ÖZGÜ GÜREL,OĞUZHAN GÜZEL,YASEMİN NUR GÜREL,Ertuğrul Mete Spor Kompleksi
16.02.2021,12:30,BGL822,01,GALATASARAY,84 - 93,TARSUS AMERİKAN KOLEJİ,B,BOLU,Ertuğrul Mete Spor Kompleksi,,MEHMET KESERATAR,ÇAĞLAR ÖZKAN,OZAN GÜNDÜZ,VEYSEL PEKDOĞAN,YASEMİN NUR GÜREL,SEVİM AKTAŞ,AHSEL ÖZGÜ GÜREL,BANU KARATAŞ,Ertuğrul Mete Spor Kompleksi
16.02.2021,15:00,BGL823,01,OGM ORMANSPOR,59 - 70,TÜRK TELEKOM,B,BOLU,Ertuğrul Mete Spor Kompleksi,,ZİYA ÖZORHON,SALİH ÖZYURT,ESRA YILDIZ,VEYSEL PEKDOĞAN,SERAP KARA,YASEMİN NUR GÜREL,OĞUZHAN GÜZEL,SEVİM AKTAŞ,Ertuğrul Mete Spor Kompleksi
16.02.2021,17:30,BGL824,01,ALİAĞA PETKİM SPOR,74 - 82,FRUTTİ EXTRA BURSASPOR,B,BOLU,Ertuğrul Mete Spor Kompleksi,,SERHAT BÜKER,MUSTAFA ÇELTİKER,BATUHAN MERT GÜL,HAKAN ŞAHİN,BANU KARATAŞ,SERAP KARA,YASEMİN NUR GÜREL,AHSEL ÖZGÜ GÜREL,Ertuğrul Mete Spor Kompleksi
16.02.2021,20:00,BGL825,01,TEŞVİKİYE,71 - 74,DARÜŞŞAFAKA SPOR KULÜBÜ,B,BOLU,Ertuğrul Mete Spor Kompleksi,,DUHAN KÖYİÇİ,UĞUR YÜKSEL,BERK KURTULMUŞ,HAKAN ŞAHİN,BANU KARATAŞ,SEVİM AKTAŞ,AHSEL ÖZGÜ GÜREL,SERAP KARA,Ertuğrul Mete Spor Kompleksi
