Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
13.10.2018,14:00,1BA1957,01,MERSİN BŞB.,58 - 65,HATAY BŞB.,,MERSİN,Edip Buran Spor Salonu,,SAMİ ÖZEL,AHMET TANER İBİN,İZEL DENİZ PEHLİVAN ÇAKICI,YEŞİM ATUŞ KARAGÖZ,SADIK ŞAHİN,LEVENT YORULMAZ,CANER SERTEL,BETÜL ÖZCAN,Edip Buran Spor Salonu
13.10.2018,16:00,1BA1959,01,BOTAŞ,79 - 49,İSTANBUL ÜNİVERSİTESİ,,ANKARA,Ankara Spor Salonu,,ORKUN YURTTAŞ,HÜSEYİN ÇELİK,NİHAT ÇETİN,DERYA ANTAŞ,MEHTAP ADIGÜZEL,SİNA KÜÇÜKDİLEK,FATİH ŞEN,FATİH DEMİRCİ,Ankara Spor Salonu
13.10.2018,16:00,1BA1960,01,İZMİT BELEDİYESPOR,83 - 75,GÜNDOĞDU ADANA BASKETBOL,,KOCAELİ,Kocaeli Atatürk Spor Salonu,,MURAT CİNER,ORHAN ÇAĞRI HEKİMOĞLU,NAZLI ÇİSİL GÜNGÖR,ALTAN AYDIN,BAŞAK KAÇAN,MAHMUT CAYLAN,VOLKAN SAĞLAM,BEYZA NUR ALTUN,Kocaeli Atatürk Spor Salonu
13.10.2018,16:00,1BA1961,01,BEŞİKTAŞ,91 - 77,GALATASARAY,,İSTANBUL,Akatlar Spor ve Kültür Kompleksi,TİVİBU Spor,ÖNDER YILMAZ,KEREM YILMAZ,YİĞİT EMRE ŞİMŞEK,MEHMET ZAFER MİLLİ,MERVE SAĞLAM,ERMAN YÜCEL,YÜKSEL NAZLIGÜL,LAL DENİZ ÇELİKER,Akatlar Spor ve Kültür Kompleksi
14.10.2018,14:00,1BA1958,01,CANİK BLD.,74 - 50,KIRÇİÇEĞİ BODRUM,,SAMSUN,Mustafa Dağıstanlı Spor Salonu,,ERHAN GÜRSEL,OGÜN CILIZ,SEDEF YARICI,ZELİHA BAYRAKTAR,ZEYNEP TEKER KORKMAZ,MERVE SERDAR,UĞURCAN MEMİŞ,YEŞİM YILDIZ COŞKUN,Mustafa Dağıstanlı Spor Salonu
15.10.2018,18:00,1BA1962,01,BELLONA KAYSERİ BASKETBOL,69 - 73,ÇUKUROVA BASKETBOL,,KAYSERİ,Kadir Has Kongre Merkezi Spor Salonu,,TEKİN ÖZÜBİR,UYGAR KURT,HANDE ÖZTÜRK,ALİ ATICI,SEVGİ ÖZÇELİK GÜNDÜZ,ÇİĞDEM  ÖZKAN,EMRE KARAKAYA,GÖZDE ÇULFACI,Kadir Has Kongre Merkezi Spor Salonu
15.10.2018,20:00,1BA1963,01,FENERBAHÇE,79 - 62,OGM ORMANSPOR,,İSTANBUL,Fenerbahçe Metro Enerji Spor Salonu,TİVİBU Spor,İBRAHİM ALTINTAŞ,HALİL ERKOÇ,SERHAT DÜLGER,ELHAN ÜLGENER,BEGÜM SAVAŞ,DEMET ULUCUTSOY,YEŞİM ÖZCAN ÖZTÜRK,GÜLŞAH ÇEBİ,Fenerbahçe Metro Enerji Spor Salonu
20.10.2018,13:00,1BA1966,02,GALATASARAY,73 - 54,İZMİT BELEDİYESPOR,,İSTANBUL,Ahmet Cömert Spor Salonu,TİVİBU Spor,TURGUT IŞIK,ABDULLAH İLİK,CEMİL UYGÜL,SEVGİNAZ DIRAHOR,BEGÜM SAVAŞ,ESİN MÜEZZİNOĞLU,DEMET ULUCUTSOY,TOLGAY ÖZCAN,Ahmet Cömert Spor Salonu
20.10.2018,14:00,1BA1967,02,MERSİN BŞB.,89 - 64,BELLONA KAYSERİ BASKETBOL,,MERSİN,Servet Tazegül Spor Salonu,,UĞUR ÖZEN,GÖKSUN ÖZ,YİĞİT GÖNÜLTAŞ,AHMET ÖZKAN,MELDA KÖKLÜER,CANER SERTEL,ŞÜKRÜ SITKI,SÜREYYA KANALICI,Servet Tazegül Spor Salonu
20.10.2018,14:00,1BA1968,02,KIRÇİÇEĞİ BODRUM,58 - 102,BEŞİKTAŞ,,MUĞLA,Bodrum Binnaz Karakaya Spor Salonu,,FATİH GÜLER,OZAN GÖNEN,ALİCAN ALICI,EMRE BAŞA,DUYGU ÇİMEN,NEVİN YAVAŞ ERTUĞRUL,ORHAN SELÇUK,MİNE ALPASLAN,Bodrum Binnaz Karakaya Spor Salonu
20.10.2018,14:00,1BA1964,02,GÜNDOĞDU ADANA BASKETBOL,70 - 68,FENERBAHÇE,,ADANA,Menderes Spor Salonu,,SÜLEYMAN DAĞDER DAĞLI,EGEMEN ERCAN,BENHÜR İRCEL,SİBEL KANIK,ECE YILDIZHAN,HÜSEYİN ÖKMEN,AYKUT KÖROĞLU,BURAK SEZEN,Menderes Spor Salonu
20.10.2018,14:00,1BA1965,02,OGM ORMANSPOR,64 - 71,ÇUKUROVA BASKETBOL,,ANKARA,M. Sait Zarifoğlu Spor Salonu,,YÜCEL ÇİLİNGİR,ERHAN GÜRSEL,TOLGA EDİS,FİLİZ ÖGET,MUSA SAFA SARI,MELTEM KOLÇAK,MEHMET AKİF CUMHURLU,İSMAİL FULSER,M. Sait Zarifoğlu Spor Salonu
21.10.2018,16:00,1BA1969,02,İSTANBUL ÜNİVERSİTESİ,66 - 76,CANİK BLD.,,İSTANBUL,Prof. Dr. Turgay Atasü Spor Salonu,,TUNÇTAN DURMUŞCAN,HALİL ERKOÇ,MÜNEVVER ÖZEMRE,MEHMET ZAFER MİLLİ,GÜL URASLI,OSMAN AŞIK,ESİN MÜEZZİNOĞLU,BİROL ŞİMŞEK,Prof. Dr. Turgay Atasü Spor Salonu
21.10.2018,17:30,1BA1970,02,HATAY BŞB.,83 - 63,BOTAŞ,,HATAY,Antakya Spor Salonu,TİVİBU Spor,AYDIN KARAÇAM,OGÜN CILIZ,MURAT AMAÇ,YEŞİM ATUŞ KARAGÖZ,GASSAN YILMAZ,ALİ DUVARCI,YÜSRA BAKIRCI,MUSTAFA BEREKET,Antakya Spor Salonu
27.10.2018,14:00,1BA1971,03,ÇUKUROVA BASKETBOL,107 - 55,GÜNDOĞDU ADANA BASKETBOL,,MERSİN,Servet Tazegül Spor Salonu,,ÖNDER YILMAZ,SEYHAN TOPALOĞLU,İZEL DENİZ PEHLİVAN ÇAKICI,SİBEL KANIK,SÜREYYA KANALICI,MELDA KÖKLÜER,ŞÜKRÜ SITKI,BETÜL ÖZCAN,Servet Tazegül Spor Salonu
27.10.2018,15:15,1BA1972,03,BOTAŞ,86 - 66,MERSİN BŞB.,,ANKARA,Ankara Spor Salonu,TİVİBU Spor,YÜCEL ÇİLİNGİR,YİĞİT EMRE ŞİMŞEK,NAZLI ÇİSİL GÜNGÖR,DERYA ANTAŞ,ZEYNEP ÖZMEN,PELİN KUZU,CESARİ EMRE YILDIRIM,FATİH ŞEN,Ankara Spor Salonu
