Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
17.11.2018,12:00,BBA1080,01,TOROSLAR BELEDİYE,42 - 84,FENERBAHÇE GELİŞİM,A,MERSİN,Toroslar 7.Bölge Spor Salonu,,ZEYNETTİN BİNÇ,SALİH OCAKOĞLU,YETER DOĞAN,MUHAMMED DİYAÜDDİN SAĞIR,MEHMET ALİ ÖNCÜ,LEVENT YORULMAZ,MEHMET ALİ KÖROĞLU,BERK MERT,Toroslar 7.Bölge Spor Salonu
17.11.2018,13:00,BBA1073,01,VAN BÜYÜKŞEHİR BELEDİYESPOR,62 - 88,NAZİLLİ BELEDİYE,B,VAN,100.Yıl Üniversitesi Yeni Spor Kompleksi,,SONER TÜRKER,BELKIS GÖKLER,BARIŞ TURGUT,METİN GÜRBÜZ,ÖZNUR TURAY,MUHAMMED COŞKUN,MEMDUH CAN SANİ,GAMZE BABA,100.Yıl Üniversitesi Yeni Spor Kompleksi
17.11.2018,14:00,BBA1074,01,ARGE BASKETBOL,43 - 60,ÇERKEZKÖY BELEDİYE,A,ESKİŞEHİR,Mehmet Terzi S.S,,ERSEL BÜYÜKKARA,AHMET OĞUZHAN CİRİT,İLKER ERBEK,GÜLŞEN ÖZTÜRK,BURCU USTAER,YASEMİN SEL,EVREN ÖĞÜTVEREN,BİLGE KURNAZ,Mehmet Terzi S.S
17.11.2018,18:00,BBA1075,01,BURHANİYE BELEDİYE,60 - 66,GİRESUN ÜNİVERSİTESİ,A,BALIKESİR,Burhaniye ATATÜRK Spor Salonu,,NİHAT KARA,SEZER BOR,BURAK KAAN TAN,SERKAN İNCE,EYLEM KAYA,MAHMUT DEMİR,OGÜN KURTULUŞ,NESLİHAN ÇOBAN,Burhaniye ATATÜRK Spor Salonu
18.11.2018,14:00,BBA1076,01,İZMİR BŞB.,65 - 50,KOCAELİ BASKET,A,İZMİR,Celal Atik Spor Salonu,,SALİH ÖZYURT,AYGÜN AKGÜL,GÖZDE KAFADAR,OKAN KAHRAMAN,İLAYDA DİNÇEL,MERAL DURMAZ,YEŞİM KOÇ,HALİL TEPEBAĞ,Celal Atik Spor Salonu
18.11.2018,14:00,BBA1077,01,KÜÇÜKÇEKMECE BASKETBOL,31 - 85,KARŞIYAKA ÇARŞI TEMEL LİSESİ,B,İSTANBUL,Küçükçekmece Halkalı Spor Salonu,,UĞUR ÇETİNEL,NURİ DİLMEN,SAFA HALİT ÇAKIR,MELİH ERGENE,BÜŞRA KIRIKCI,BİROL ÖZDAL,FARUK RAMOĞLU,,Küçükçekmece Halkalı Spor Salonu
18.11.2018,18:00,BBA1078,01,ADANA BŞB.,39 - 59,EMLAK KONUT SPOR KULÜBÜ,B,ADANA,Atatürk Spor Salonu,,BURAK İREM ÇELEBİ,EMRE YELDAŞ,EMRE DURSUN,ALİ ŞAZ,MEHTAP TOSUN,ERTUĞRUL BÜYÜKCE,HÜSEYİN ÖKMEN,CANSU DİKİLİTAŞ,Atatürk Spor Salonu
19.11.2018,17:00,BBA1079,01,BOTAŞ GELİŞİM,67 - 51,DÜZCE BELEDİYE,B,ANKARA,Ankara Spor Salonu,,NİHAT KARA,BURAK AKTAŞ,ONUR AÇIKYÜZ,FİLİZ ÖGET,SELDA UZUN,TUNCER ULUŞEKER,MUHSİNE AYDIN,NİHAN ÜNSAL,Ankara Spor Salonu
23.11.2018,14:00,BBA1081,02,FENERBAHÇE GELİŞİM,96 - 33,ARGE BASKETBOL,A,İSTANBUL,Fenerbahçe Metro Enerji Spor Salonu,,NURİ DİLMEN,SALİH ACAR,İLKER ERBEK,NEJAT YENİATAKAN,DEMET ULUCUTSOY,HİLMİ CANKUT AYNAR,EBRU ULUDOĞAN,GÜLTEKİN KABAŞ,Fenerbahçe Metro Enerji Spor Salonu
23.11.2018,17:30,BBA1082,02,DÜZCE BELEDİYE,94 - 30,KÜÇÜKÇEKMECE BASKETBOL,B,DÜZCE,Kalıcı Konutlar Merkez Spor Salonu,,SALİH ÖZYURT,RECEP GÜRKAN ÖZKAN,ZEYNETTİN BİNÇ,ZAFER ÖZGÜN,YUNUS ZENGİN,RESUL KAYA,EMRE ARSLAN,MESUT YILMAZ,Kalıcı Konutlar Merkez Spor Salonu
24.11.2018,13:00,BBA1083,02,VAN BÜYÜKŞEHİR BELEDİYESPOR,53 - 59,KARŞIYAKA ÇARŞI TEMEL LİSESİ,B,VAN,100.Yıl Üniversitesi Yeni Spor Kompleksi,,SEZER BOR,BARAN VARLU,AHMET OZANER KUTAY,YAŞAR ARIĞTEKİN,ÖZNUR TURAY,MUHAMMED COŞKUN,MEMDUH CAN SANİ,BAŞAK KIVANÇ,100.Yıl Üniversitesi Yeni Spor Kompleksi
24.11.2018,15:00,BBA1084,02,EMLAK KONUT SPOR KULÜBÜ,65 - 52,BOTAŞ GELİŞİM,B,İSTANBUL,Bayrampaşa Spor Salonu,,RAMAZAN SEZER BARAN,SALİH OCAKOĞLU,SAFA HALİT ÇAKIR,YAŞAR TERZİOĞLU,TUTKU MELİS AYGÜN,YÜKSEL NAZLIGÜL,MERVE SAĞLAM,HİLMİ CANKUT AYNAR,Bayrampaşa Spor Salonu
24.11.2018,16:00,BBA1085,02,NAZİLLİ BELEDİYE,80 - 56,ADANA BŞB.,B,AYDIN,Nazilli Spor Salonu,,ONUR BOZAN,ONUR AÇIKYÜZ,AYGÜN AKGÜL,MEHMET KANER,MELTEM ARGUN,MEHMET KARADENİZ,CENK ÖZŞANLI,ELVİDE CEREN ERSOYSAL,Nazilli Spor Salonu
24.11.2018,17:00,BBA1086,02,ÇERKEZKÖY BELEDİYE,35 - 89,İZMİR BŞB.,A,TEKİRDAĞ,Çorlu Spor Salonu,,UĞUR ÇETİNEL,BURAK AKTAŞ,GÖZDE KAFADAR,ENİS GÜREL,HİLAL TARIER,ÖZLEM DELİCE,VAROL BOZ,MİNEL ÇAKIR,Çorlu Spor Salonu
24.11.2018,18:00,BBA1088,02,TOROSLAR BELEDİYE,41 - 87,GİRESUN ÜNİVERSİTESİ,A,MERSİN,Toroslar 7.Bölge Spor Salonu,,TAHSİN ONUR BALSUN,BARIŞ TURGUT,MEHMET BATAK,NAMIK KEMAL ERGÜVEN,FATMA ITIR ÖNCEL,ÖZNUR ELMAS,BERK MERT,BETÜL ÖZCAN,Toroslar 7.Bölge Spor Salonu
25.11.2018,17:00,BBA1087,02,KOCAELİ BASKET,79 - 74,BURHANİYE BELEDİYE,A,KOCAELİ,Kocaeli Atatürk Spor Salonu,,ŞEVKİ ENES CAN,DURSUN UĞRAL,ABDULLAH ÖZKAN,MEHMET İSMET BAYRİ,BAŞAK KAÇAN,SEVGİ CANDAZ,ENGİN DANIŞMAN,BAYRAM TARIK TAŞKIN,Kocaeli Atatürk Spor Salonu
1.12.2018,14:00,BBA1089,03,ARGE BASKETBOL,54 - 42,TOROSLAR BELEDİYE,A,ESKİŞEHİR,Mehmet Terzi S.S,,NİHAT KARA,AHMET OĞUZHAN CİRİT,ONUR AÇIKYÜZ,GÜLŞEN ÖZTÜRK,GUŞEF ERTOK,İSMAHAN KÖSE,FATİH TAYSI,RECEP AKTAŞ,Mehmet Terzi S.S
1.12.2018,16:00,BBA1091,03,GİRESUN ÜNİVERSİTESİ,79 - 36,KOCAELİ BASKET,A,GİRESUN,19 Eylül Kapalı Spor Salonu,,ONUR BOZAN,SALİH ACAR,İLKER ERBEK,ŞEYMA NUR TALU,EMİNE YAZAR,AYNUR KONAR BAVUK,AZİZE BİROL,ŞADUMAN AKTAŞ,19 Eylül Kapalı Spor Salonu
1.12.2018,17:00,BBA1094,03,KARŞIYAKA ÇARŞI TEMEL LİSESİ,54 - 85,DÜZCE BELEDİYE,B,İZMİR,Halkapınar Spor Salonu,,AYGÜN AKGÜL,EMRE YELDAŞ,SİBEL KOÇ,MEHMET AKİF KARAGÖZ,CEREN BARAN,BERRİN TURAN,YEŞİM KOÇ,HALDUN TAŞKAVAK,Halkapınar Spor Salonu
1.12.2018,18:00,BBA1090,03,BURHANİYE BELEDİYE,74 - 39,ÇERKEZKÖY BELEDİYE,A,BALIKESİR,Burhaniye ATATÜRK Spor Salonu,,AHMET TAYLAN ÖZTÜRK,RECEP GÜRKAN ÖZKAN,SAFA HALİT ÇAKIR,METE MISIR,MAHMUT DEMİR,EYLEM KAYA,OGÜN KURTULUŞ,NESLİHAN ÇOBAN,Burhaniye ATATÜRK Spor Salonu
2.12.2018,14:00,BBA1092,03,İZMİR BŞB.,61 - 65,FENERBAHÇE GELİŞİM,A,İZMİR,Celal Atik Spor Salonu,,SALİH ÖZYURT,BARAN VARLU,AHMET OZANER KUTAY,AHMET ÖZTÜRK,DİLEK DOĞAN KARACA,MESUT KARABULUT,FATMA DÖNMEZ,HALİL TEPEBAĞ,Celal Atik Spor Salonu
2.12.2018,14:00,BBA1093,03,KÜÇÜKÇEKMECE BASKETBOL,39 - 95,EMLAK KONUT SPOR KULÜBÜ,B,İSTANBUL,Küçükçekmece Halkalı Spor Salonu,,TAHSİN ONUR BALSUN,BURAK KAAN TAN,BURAK AKTAŞ,AHMET MÜNİR GÖKMEN,TUĞÇE KAYA,MURAT ÖZKAN,BİROL ÖZDAL,EMRECAN ÇAKIRCA,Küçükçekmece Halkalı Spor Salonu
2.12.2018,18:00,BBA1095,03,ADANA BŞB.,60 - 63,VAN BÜYÜKŞEHİR BELEDİYESPOR,B,ADANA,Atatürk Spor Salonu,,ERSEL BÜYÜKKARA,SEZER BOR,BELKIS GÖKLER,VEYSİ ORUK,CUMALİ TOSUN,ŞİRİN AVCI,DENİZ ORGÜN,FATMA DİLRUBA AVCI,Atatürk Spor Salonu
3.12.2018,17:00,BBA1096,03,BOTAŞ GELİŞİM,47 - 66,NAZİLLİ BELEDİYE,B,ANKARA,Ankara Spor Salonu,,SEZER BOR,BURAK İREM ÇELEBİ,HANİFE AYTÜL PİRİM,ÖNDER ŞENEL,ARDA GÜRBÜZ,NİHAN ÜNSAL,MUHSİNE AYDIN,MURAT TEMEL,Ankara Spor Salonu
7.12.2018,14:00,BBA1097,04,FENERBAHÇE GELİŞİM,63 - 52,BURHANİYE BELEDİYE,A,İSTANBUL,Fenerbahçe Metro Enerji Spor Salonu,,UĞUR ÇETİNEL,AYGÜN AKGÜL,BELKIS GÖKLER,ELHAN ÜLGENER,ALTAN CANDAN,SEDA İŞLER,MUSTAFA GÖKMEN DEMİRAY,AHMET ERKASAP,Fenerbahçe Metro Enerji Spor Salonu
