Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
20.03.2021,13:00,BBA1387,01,ÇERKEZKÖY BELEDİYESİ,84 - 59,İSTANBUL BASKETBOL FENERİ,C,TEKİRDAĞ,Çorlu Spor Salonu,,UĞUR ÇETİNEL,NURİ DİLMEN,OZAN GÜNDÜZ,ENİS GÜREL,AHMET ERSÖZ,NAZMİYE ATAMAN,SULTAN YAMAN,GÜLCAN AYRIK,Çorlu Spor Salonu
20.03.2021,14:00,BBA1384,01,TARSUS BELEDİYESİ,74 - 55,İZMİR BÜYÜKŞEHİR BELEDİYESİ,B,MERSİN,Tarsus Spor Salonu,,ÖZKAN ÇAĞLAYAN,AHMET MALİK ŞAN,ÜNAL ÖZDEMİR,TURGAY KÖROĞLU,MELDA KÖKLÜER,VİLDAN KÖROĞLU EZER,SELÇUK TEMÜR,ŞÜKRÜ SITKI,Tarsus Spor Salonu
20.03.2021,14:00,BBA1385,01,DENGE OKULLARI,76 - 55,ÖZBATILILAR TİMUR ARSLAN KOLEJİ,B,İZMİR,Halkapınar Spor Salonu,,GÖZDE KAFADAR,TOLGA AKKUŞOĞLU,KADİR GİRAY ESEN,BÜLENT GÖKÇE,İLAYDA DİNÇEL,OSMAN ARKIN BARUTCU,DİLEK KESGİN,GÜLÇİN AKIN,Halkapınar Spor Salonu
21.03.2021,13:00,BBA1382,01,KASTAMONU İSTİKLAL YOLU,86 - 83,ALTINEL SPOR,A,KASTAMONU,Hüsnü Tandoğan Spor Salonu,,KAMİL ALOK,FATİH OĞUZHAN,ATAKAN KOLCU,ADNAN YAKUT,ALİ İHSAN ATAŞ,İRFAN KÜTÜKOĞLU,ERCAN ÇİÇEK,SEZER ÇALIŞGAN,Hüsnü Tandoğan Spor Salonu
21.03.2021,14:00,BBA1386,01,İSTANBUL PANTERLERİ,44 - 80,BURHANİYE BELEDİYESPOR,C,İSTANBUL,Caferağa Spor Salonu,,AHMET TAYLAN ÖZTÜRK,METEHAN ALAÇAM,HÜSEYİN ÇAMCI,HÜSEYİN OSMAN BÜYÜKGÖKSU,TUĞBA DURNAOĞLU,İREM KESKİN,MUSTAFA BURAK SİNOPLUOĞLU,ÇAĞLAR SARIDEDE,Caferağa Spor Salonu
22.03.2021,16:00,BBA1383,01,RİZE BELEDİYESİ,69 - 52,İLKADIM BELEDİYESİ,A,RİZE,Rize Yenişehir Spor Salonu,,SONER TÜRKER,METİN SARIOĞLU,CELAL GÖRMÜŞ,KAYA EREZ,MİRAÇ ASLANKAYA,BİLAL AKYILDIZ,HÜSEYİN CAN KADIOĞLU,ERKAN CAN BİROL,Rize Yenişehir Spor Salonu
26.03.2021,14:00,BBA1388,02,ALTINEL SPOR,46 - 99,RİZE BELEDİYESİ,A,ANKARA,Ankara Taha Akgül Spor Salonu,,RIDVAN CÖMERT,MUSTAFA SELÇUK,YASİN AK,ERDEM EFE,SÜMEYYE SENEKLİOĞLU,VEYSEL SİNAN TUNCER,BİLAL UZGÖREN,FATMA ÇELİK,Ankara Taha Akgül Spor Salonu
27.03.2021,13:00,BBA1390,02,İZMİR BÜYÜKŞEHİR BELEDİYESİ,67 - 65,DENGE OKULLARI,B,İZMİR,Celal Atik Spor Salonu,,MERT KAYALI,OKAN GÜNGÖR,SERAY AK,FAYSAL AYDEMİR,BETÜL AKDOĞAN,MEHMET AKINCI,ANIL DOĞAN,HALİDE KAYA,Celal Atik Spor Salonu
28.03.2021,14:00,BBA1391,02,ÖZBATILILAR TİMUR ARSLAN KOLEJİ,59 - 82,TARSUS BELEDİYESİ,B,İZMİR,Vali Hüseyin Öğütcen Spor Salonu,,SONER ÖZAYDOĞAN,SALİH ÖZYURT,ERKMEN KAYA,BÜLENT GÖKÇE,DENİZ TAN,GÜNAY ALPUĞUZ,CEM ÖZALP,GÜLTEKİN DAĞDEVİREN,Vali Hüseyin Öğütcen Spor Salonu
28.03.2021,14:00,BBA1392,02,TURGUTLU BELEDİYESPOR,63 - 43,ÇERKEZKÖY BELEDİYESİ,C,MANİSA,Yıldırım Beyazıt Spor Salonu,,GÖNENÇ ÇETİN,İBRAHİM BARIŞ ERDOLU,NAGEHAN ŞEYDA KURDEN AKTAŞ,MURAT KARTAL,ESRA HOZANLI,ESRA GÜLSUYU,İSMAİL ATAR,SALİH KARAKURT,Yıldırım Beyazıt Spor Salonu
