Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
12.10.2013,15:00,1EA1409,01,MERSİN BŞB.,75 - 100,FENERBAHÇE ÜLKER,,MERSİN,Servet Tazegül Spor Salonu,LİGTV2,AYTUĞ EKTİ,ALPER ALTUĞ KÖSELERLİ,AHMET ERSAN ERGÜLER,,HATİCE GÜLER,AYDIN  SUNAOGLU,MEHMET ALİ ÖNCÜ,TURGAY KÖROĞLU,Servet Tazegül Spor Salonu
12.10.2013,16:00,1EA1404,01,ROYAL HALI GAZİANTEP BASKETBOL,92 - 71,UŞAK SPORTİF,,GAZİANTEP,Karataş Şahinbey Spor Salonu,,EMİN MOĞULKOÇ,ERMAN ERDEMLİ,MEHMET SERDAR ÜNAL,,SELMA BAYRAM,RECEP ÖZTÜRK,ALİ DALYANOĞLU,İBRAHİM HALİL UÇAN,Karataş Şahinbey Spor Salonu
12.10.2013,17:00,1EA1405,01,TOFAŞ,83 - 80,TÜRK TELEKOM,,BURSA,Bursa Atatürk Spor Salonu,,MURAT  BİRİCİK,ZAFER YILMAZ,KAAN BÜYÜKÇİL,,SEVDİYE ÖZTÜRK,DOĞAN CEMAL ÖNEL,METİN EROL,BÜŞRA HEKİMOĞLU,Bursa Atatürk Spor Salonu
12.10.2013,17:00,1EA1410,01,OLİN EDİRNE,73 - 96,PINAR KARŞIYAKA,,EDİRNE,Mimar Sinan Spor Salonu,,FATİH SÖYLEMEZOĞLU,FATİH ARSLANOĞLU,SEMİH VURAL,,LALE ABACI,SÜLEYBE KASAP,CAHİT KEMAL ÇAVDARLIER,ELİF ÖÇAL,Mimar Sinan Spor Salonu
12.10.2013,18:00,1EA1406,01,ALİAĞA PETKİM,64 - 76,BANVİT,,İZMİR,Enka Spor Salonu,,ERŞAN KARTAL,HALİL BALDEMİR,ALPER ÖZGÖK,,EDA NİHAN DUMAN,ZÜLFÜKAR ŞENBİL,BERRİN TURAN,ÖMER DURSUN,Enka Spor Salonu
12.10.2013,18:00,1EA1408,01,ANADOLU EFES,67 - 85,GALATASARAY LIV HOSPITAL,,İSTANBUL,Abdi İpekçi Spor Salonu,LİGTV2,RÜŞTÜ NURAN,YENER YILMAZ,İSMAİL AYDIN,,ESİN MÜEZZİNOĞLU,AHMET YILDIZ,SEMRA AKDUMAN,SEMRA RİFAİ,Abdi İpekçi Spor Salonu
13.10.2013,14:30,1EA1411,01,AYKON TED ANK. KOLEJLİLER,91 - 80,TRABZONSPOR MEDICAL PARK,,ANKARA,TOBB ETÜ Spor Salonu ,LİGTV2,MEHMET KESERATAR,ZİYA ÖZORHON,AHMET TATLICI,,NİLAY ERCAN,TUĞÇE GÜLER KIVANÇ,YUSUF NADAS,ELİF ŞAHBAZ,TOBB ETÜ Spor Salonu
13.10.2013,17:00,1EA1407,01,BEŞİKTAŞ INTEGRAL FOREX,81 - 67,TORKU KONYA SELÇUK ÜNİV.,,İSTANBUL,Beşiktaş Akatlar Arena,LİGTV2,ENGİN KENNERMAN,ALİ SERKAN EMLEK,ALİ ŞAKACI,,KEREM SIRMAGİL,YAĞMUR EMRE,BERNA MELİS ALMALAR,MERT İĞDELİ,Beşiktaş Akatlar Arena
19.10.2013,15:00,1EA1412,02,UŞAK SPORTİF,79 - 65,AYKON TED ANK. KOLEJLİLER,,UŞAK,Uşak Universitesi,,MURAT  BİRİCİK,KAAN BÜYÜKÇİL,ERGİN SARI,,DENİZ DEMİREL,ŞULE AKSAN,HAKAN YILMAZ,NURŞEN TÜRKMEN,Uşak Universitesi
19.10.2013,16:00,1EA1413,02,TRABZONSPOR MEDICAL PARK,88 - 93,OLİN EDİRNE,,TRABZON,Hayri Gür Spor Salonu,,EMİN MOĞULKOÇ,ALPER ALTUĞ KÖSELERLİ,MEHMET ŞAHİN,,ZELİHA BAYRAKTAR,SAMET DAYIOĞLU,MEHMET DİNÇ,ALEYNA KİLİT,Hayri Gür Spor Salonu
19.10.2013,16:00,1EA1417,02,TORKU KONYA SELÇUK ÜNİV.,83 - 76,ALİAĞA PETKİM,,KONYA,Selçuk Üniversitesi 19 Mayıs Spor Salonu,,FATİH SÖYLEMEZOĞLU,İSMAİL AYDIN,TAHSİN KUZU,,AYŞE İBRİM YILMAZ,MERVE ELİBOL,HEDİYE BALIKCI,ALİ KANBER,Selçuk Üniversitesi 19 Mayıs Spor Salonu
19.10.2013,18:00,1EA1418,02,BANVİT,86 - 70,TOFAŞ,,BALIKESİR,Banvit Kara Ali Acar Spor Salonu,,AYTUĞ EKTİ,YENER YILMAZ,TURGUT IŞIK,,ESİN ÖZSÜRMELİ,METİN IŞIK,HAKAN KÜLAHLI,IŞIL ÖZKAN,Banvit Kara Ali Acar Spor Salonu
