Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
2.03.2021,10:00,BGLK2,01,FENERBAHÇE,62 - 49,ÇANKAYA ÜNİVERSİTESİ,,BOLU,Ertuğrul Mete Spor Kompleksi,,YİĞİT EMRE ŞİMŞEK,METİN EROL,YUNUS EMRE ALICI,MUSTAFA BİÇER,BANU KARATAŞ,DİDEM ÇİNAR,EMİRHAN SERTOĞLU,SİBEL KARADEMİR,Ertuğrul Mete Spor Kompleksi
2.03.2021,12:30,BGLK3,01,BOTAŞ,59 - 49,BEŞİKTAŞ JK,,BOLU,Ertuğrul Mete Spor Kompleksi,,FATİH GÜLER,ENES DURAN,ASLI KOÇAK,SEVGİNAZ DIRAHOR,DİDEM ÇİNAR,EMİRHAN SERTOĞLU,EMRE BUĞRAHAN YILMAZ,YUNUS EMRE CEYLAN,Ertuğrul Mete Spor Kompleksi
2.03.2021,15:00,BGLK4,01,HATAY BÜYÜKŞEHİR BELEDİYESPOR DENGE OKULLARI,77 - 49,ÇBK MERSİN YENİŞEHİR BELEDİYESİ,,BOLU,Ertuğrul Mete Spor Kompleksi,,SAMİ ÖZEL,MUSTAFA SELÇUK,METİN ÜSTER,SEVGİNAZ DIRAHOR,SİBEL KARADEMİR,EMRE BUĞRAHAN YILMAZ,DİDEM ÇİNAR,BANU KARATAŞ,Ertuğrul Mete Spor Kompleksi
2.03.2021,17:30,BGLK5,01,EMLAK KONUT,73 - 60,İSTANBUL ÜNİVERSİTESİ,,BOLU,Ertuğrul Mete Spor Kompleksi,,YÜCEL ÇİLİNGİR,HALUK YAKIN,RIDVAN CÖMERT,SEVGİNAZ DIRAHOR,BANU KARATAŞ,SİBEL KARADEMİR,SİBEL KARADEMİR,YUNUS EMRE CEYLAN,Ertuğrul Mete Spor Kompleksi
2.03.2021,20:00,BGLK1,01,GALATASARAY,88 - 52,BELLONA KAYSERİ BASKETBOL,,BOLU,Ertuğrul Mete Spor Kompleksi,,UMUT ÖZGÜN ERGÜN,TAYLAN ÖZGÜR ÜLTEN,FATİH OĞUZHAN,MUSTAFA BİÇER,SİBEL KARADEMİR,EMİRHAN SERTOĞLU,DİDEM ÇİNAR,BANU KARATAŞ,Ertuğrul Mete Spor Kompleksi
3.03.2021,10:00,BGLK6,02,ÇANKAYA ÜNİVERSİTESİ,47 - 69,BOTAŞ,,BOLU,Ertuğrul Mete Spor Kompleksi,,YÜCEL ÇİLİNGİR,HALUK YAKIN,MUSTAFA SELÇUK,SEVGİNAZ DIRAHOR,SİBEL KARADEMİR,BANU KARATAŞ,EMİRHAN SERTOĞLU,YUNUS EMRE CEYLAN,Ertuğrul Mete Spor Kompleksi
3.03.2021,12:30,BGLK7,02,ÇBK MERSİN YENİŞEHİR BELEDİYESİ,55 - 83,EMLAK KONUT,,BOLU,Ertuğrul Mete Spor Kompleksi,,FATİH GÜLER,TAYLAN ÖZGÜR ÜLTEN,FATİH OĞUZHAN,SEVGİNAZ DIRAHOR,BANU KARATAŞ,EMRE BUĞRAHAN YILMAZ,DİDEM ÇİNAR,SİBEL KARADEMİR,Ertuğrul Mete Spor Kompleksi
3.03.2021,15:00,BGLK8,02,BEŞİKTAŞ JK,65 - 64,HATAY BÜYÜKŞEHİR BELEDİYESPOR DENGE OKULLARI,,BOLU,Ertuğrul Mete Spor Kompleksi,,UMUT ÖZGÜN ERGÜN,METİN EROL,RIDVAN CÖMERT,MUSTAFA BİÇER,SİBEL KARADEMİR,DİDEM ÇİNAR,EMİRHAN SERTOĞLU,EMRE BUĞRAHAN YILMAZ,Ertuğrul Mete Spor Kompleksi
3.03.2021,17:30,BGLK9,02,BELLONA KAYSERİ BASKETBOL,42 - 69,İSTANBUL ÜNİVERSİTESİ,,BOLU,Ertuğrul Mete Spor Kompleksi,,YİĞİT EMRE ŞİMŞEK,ASLI KOÇAK,YUNUS EMRE ALICI,MUSTAFA BİÇER,DİDEM ÇİNAR,EMİRHAN SERTOĞLU,EMRE BUĞRAHAN YILMAZ,BANU KARATAŞ,Ertuğrul Mete Spor Kompleksi
3.03.2021,20:00,BGLK10,02,GALATASARAY,49 - 55,FENERBAHÇE,,BOLU,Ertuğrul Mete Spor Kompleksi,,SAMİ ÖZEL,ENES DURAN,METİN ÜSTER,MUSTAFA BİÇER,DİDEM ÇİNAR,BANU KARATAŞ,EMİRHAN SERTOĞLU,SİBEL KARADEMİR,Ertuğrul Mete Spor Kompleksi
4.03.2021,10:00,BGLK11,03,ÇANKAYA ÜNİVERSİTESİ,61 - 59,EMLAK KONUT,,BOLU,Ertuğrul Mete Spor Kompleksi,,YİĞİT EMRE ŞİMŞEK,MUSTAFA SELÇUK,RIDVAN CÖMERT,SEVGİNAZ DIRAHOR,SİBEL KARADEMİR,BANU KARATAŞ,DİDEM ÇİNAR,YUNUS EMRE CEYLAN,Ertuğrul Mete Spor Kompleksi
