Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
1.10.2021,18:00,2EA4181,01,BALIKESİR BÜYÜKŞEHİR BELEDİYESPOR,63 - 60,HDI SİGORTA ANTALYA GÜNEŞİ,,BALIKESİR,Kurtdereli Spor Salonu,TRT Spor Yıldız,ÖNDER YILMAZ,MESUT ÖZTÜRK,BURAK DURMUŞ,EBRU ÖZTAŞKIRAN,IŞIL ÖZKAN,GAMZE ATİLA,ALEV GÜLAÇTI,MUSA ÇALIŞKAN,Kurtdereli Spor Salonu
2.10.2021,14:00,2EA4184,01,AKRAN GEMLİK BASKETBOL,77 - 82,MERSİN BÜYÜKŞEHİR BELEDİYESİ,,BURSA,Gemlik Spor Salonu,Youtube / TBF TV,TURGUT IŞIK,AHMET TANER İBİN,TOLGA AKKUŞOĞLU,ALPER ERİN,TARIK KEMAL ÜNLÜ,ERAY BABAHANOĞLU,CEREN YAVUZ,TEOMAN ÖYLEK,Gemlik Spor Salonu
2.10.2021,15:45,2EA4185,01,AKHİSAR BELEDİYE BASKETBOL,78 - 87,BORNOVA BELEDİYESi KARŞIYAKA,,MANİSA,Akhisar Belediye Spor Salonu,Youtube / TBF TV,AYDIN KARAÇAM,BENHÜR İRCEL,ABDULLAH İLİK,RAMAZAN ÖYLEK,ESRA GÜLSUYU,HEDİYE AYTAŞ SARIASLAN,ABDULLAH KURT,GÜL YILDIRIM,Akhisar Belediye Spor Salonu
2.10.2021,17:30,2EA4183,01,TED ANKARA KOLEJLİLER,72 - 82,SAMSUNSPOR,,ANKARA,TOBB ETÜ Spor Salonu,Youtube / TBF TV,İBRAHİM ALTINTAŞ,FATİH GÜLER,İSMAİL BİNBİR,NİYAZİ ALİŞAN,PELİN KUZU,HÜSEYİN ÖKMEN,FUNDA KONCA,FATİH ŞEN,TOBB ETÜ Spor Salonu
3.10.2021,14:00,2EA4182,01,OGM ORMANSPOR,66 - 61,MAMAK BELEDİYESİ,,ANKARA,M. Sait Zarifoğlu Spor Salonu,Youtube / TBF TV,TUNÇTAN DURMUŞCAN,BATUHAN KÜMÜKOĞLU,ALPER GÖKÇEBEL,DERYA ANTAŞ,ALPER KESEN,SİMAY ÇAKMAK,GÖZDE ÖZBEK,TUNCER ULUŞEKER,M. Sait Zarifoğlu Spor Salonu
3.10.2021,15:45,2EA4180,01,BEYSU KONYASPOR BASKETBOL,96 - 59,FİNAL SPOR,,KONYA,Selçuklu Belediyesi Spor Salonu,Youtube / TBF TV,UĞUR ÖZEN,GÖKSUN ÖZ,NİYAZİ YASİN KAHRAMAN,BURAK DEDE,SADETTİN YAMAN,AYKUT ÇETİN,HÜSEYİN BAĞCI,DİLARA VEZİROĞLU,Selçuklu Belediyesi Spor Salonu
3.10.2021,17:30,2EA4178,01,FETHİYE BELEDİYE SPOR,72 - 74,KOCAELİ BŞB KAĞITSPOR,,MUĞLA,Fethiye Beşkaza Spor Salonu,Youtube / TBF TV,YÜCEL ÇİLİNGİR,OZAN GÖNEN,DORUKHAN KALYONCU,MEHMET DURU,EVREN ERTOY,NEVİN YAVAŞ ERTUĞRUL,YAŞAR TOPUZ,ORHAN SELÇUK,Fethiye Beşkaza Spor Salonu
4.10.2021,16:00,2EA4179,01,SİGORTAM.NET,79 - 70,MANİSA BÜYÜKŞEHİR BELEDİYE SPOR,,İSTANBUL,Cebeci  İBB Spor Salonu,TRT Spor Yıldız,ORKUN YURTTAŞ,SERTAN KIRKLAR,AHMET KEMAL DİGİLLİ,YAŞAR SİNAN ÇELİKOĞLU,BERK MERT,HİLMİ CANKUT AYNAR,YUNUS EMRE SEVER,CEYDA KAPKAÇ,Cebeci  İBB Spor Salonu
8.10.2021,14:00,2EA4190,02,SAMSUNSPOR,90 - 80,OGM ORMANSPOR,,SAMSUN,Mustafa Dağıstanlı Spor Salonu,TRT Spor Yıldız,ORKUN YURTTAŞ,YİĞİT EMRE ŞİMŞEK,NAZLI ÇİSİL GÜNGÖR,KAYA EREZ,ESRA BAYZAT,MERVE SERDAR,BATUHAN BERK DEMİR,TAYFUN KARAKUM,Mustafa Dağıstanlı Spor Salonu
9.10.2021,14:00,2EA4187,02,FİNAL SPOR,98 - 104,SİGORTAM.NET,,BURSA,Naim Süleymanoğlu Spor Kompleksi,Youtube / TBF TV,HALİL ERKOÇ,AHMET MURAT ARIKANLI,MUZAFFER VARDARLI,UĞUR AYDEMİR,AYÇA ÜNLÜ,ŞAFAK IRMAK SARAÇOĞLU,ESRA SOLAK,TUĞBA ÖYLEK,Naim Süleymanoğlu Spor Kompleksi
9.10.2021,15:45,2EA4189,02,MAMAK BELEDİYESİ,105 - 88,BALIKESİR BÜYÜKŞEHİR BELEDİYESPOR,,ANKARA,Mamak Belediyesi Spor Salonu,Youtube / TBF TV,FATİH GÜLER,EYYÜP AYHAN,ANIL VEZİROĞLU,MACİT ZEREN,SİMAY ÇAKMAK,İSMAİL FULSER,VEYSEL SİNAN TUNCER,SİNA KÜÇÜKDİLEK,Mamak Belediyesi Spor Salonu
9.10.2021,17:30,2EA4193,02,KOCAELİ BŞB KAĞITSPOR,78 - 70,AKHİSAR BELEDİYE BASKETBOL,,KOCAELİ,Şehit Polis Recep Topaloğlu Spor Salonu,Youtube / TBF TV,TURGUT IŞIK,ALPER ELÇİKOCA,ÇAĞLAR ÖZKAN,ZAFER ÖZGÜN,EBRU ÖZMEN,SEVGİ CANDAZ,YILDIZ BUĞDACI,GAMZE KURT,Şehit Polis Recep Topaloğlu Spor Salonu
