Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
2.11.2019,13:00,BBA1216,01,ALTINEL,47 - 71,DENGE OKULLARI,B,ANKARA,Ankara Spor Salonu (Küçük),,OKAN GÜNGÖR,HANİFE AYTÜL PİRİM,BELKIS GÖKLER,NİYAZİ ALİŞAN,FATMA ÇELİK,ONUR YEŞİLBAĞ,ÖMÜR BAHTİYAROĞLU,EREN UYGUN,Ankara Spor Salonu (Küçük)
2.11.2019,13:00,BBA1213,01,ARTI AKADEMİ,68 - 62,EDİRNE DSİ,B,BOLU,Karaçayır Spor Salonu,,HALUK YAKIN,ALPEREN BAŞER,İLKER ERBEK,ADNAN YAKUT,AHSEL ÖZGÜ GÜREL,BANU KARATAŞ,SEVİM AKTAŞ,EMİN KEREM ERKADAM,Karaçayır Spor Salonu
2.11.2019,14:00,BBA1214,01,ALBEDO BASKETBOL,57 - 44,TURGUTLU BELEDİYE,A,İSTANBUL,Bayrampaşa Spor Salonu,,UĞUR ÇETİNEL,NURİ DİLMEN,OKAN MUHAMMET ANLATICI,BURAK DEMİR,NADİYE AKBOLAT,AHMET YILDIZ,SAMET AKYÜREK,NEŞE KIRAN,Bayrampaşa Spor Salonu
2.11.2019,14:00,BBA1215,01,TARSUS BELEDİYESİ,65 - 49,ÇERKEZKÖY BELEDİYE,A,MERSİN,Tarsus Spor Salonu,,KAMİL TALHA OLGUN,EMRE YELDAŞ,ZEYNETTİN BİNÇ,VEYSİ ORUK,AYLİN ÖZER,MEHMET ALİ ÖNCÜ,ŞÜKRÜ SITKI,FATMA ITIR ÖNCEL,Tarsus Spor Salonu
2.11.2019,14:00,BBA1212,01,İSTANBUL BASKETBOL FENERİ,68 - 50,TOROSLAR BELEDİYE,B,İSTANBUL,İTO Yakacık Spor Salonu,,BURAK İREM ÇELEBİ,MERT KAYALI,MERİÇ BAYAZIT,MELİH ERGENE,MUSTAFA BURAK SİNOPLUOĞLU,VEDAT SAVAŞ,ESER FIRIL,ECE DİKMENLİ,İTO Yakacık Spor Salonu
3.11.2019,14:00,BBA1217,01,İZMİR BŞB.,66 - 71,CEYHAN BELEDİYESİ,B,İZMİR,Celal Atik Spor Salonu,,SONER ÖZAYDOĞAN,RAHMİ GÜNER,SAMET TEKİN,GÜLŞEN ÖZTÜRK,GİZEM ÖZAYDIN,ONUR BURAK,MEHMET AYDIN,KEMAL AYPARS,Celal Atik Spor Salonu
3.11.2019,14:00,BBA1218,01,KASTAMONU ALL STAR,56 - 77,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,B,KASTAMONU,Hüsnü Tandoğan Spor Salonu,,UMUT MEMİŞ,HAKAN ÇETİN,ONUR AÇIKYÜZ,GÖKHAN ÇAĞLIYAN,ALİ İHSAN ATAŞ,METİN GÖKGÖZ,SEZER ÇALIŞGAN,ŞENOL KARABALTAOĞLU,Hüsnü Tandoğan Spor Salonu
3.11.2019,17:00,BBA1219,01,KARŞIYAKA ÇARŞI KOLEJİ,46 - 66,ÇANKAYA ÜNİVERSİTESİ GELİŞİM,A,İZMİR,Halkapınar Spor Salonu,,SALİH ÖZYURT,OKAN BERK TUNÇEL,MUSTAFA SELÇUK,ZAFER ENÜŞTÜLÜ,SİNEM ÖZAYDIN,İSMAİL AKGÜL,BURÇİN DURAN,HALİL TEPEBAĞ,Halkapınar Spor Salonu
3.11.2019,18:00,BBA1220,01,ÇAĞDAŞ KOLEJLİLER,70 - 79,POTA BORDO MAVİ,A,ESKİŞEHİR,Mehmet Terzi S.S,,TAHSİN ONUR BALSUN,HAKAN YİĞİT,İSMAİL BALPETEK,UĞUR MADIRGA,YASEMİN SEL,MEHMET ÖZEMET,EVREN ÖĞÜTVEREN,ELVAN ÇELİK,Mehmet Terzi S.S
8.11.2019,14:00,BBA1221,02,ÇANKAYA ÜNİVERSİTESİ GELİŞİM,48 - 56,TARSUS BELEDİYESİ,A,ANKARA,Arı Koleji Olimpik Spor Salonu,Youtube / TBF TV,AHMET OĞUZHAN CİRİT,SÜLEYMAN KAAN KESKİN,KÜBRA KENDİRLİ,VEYSEL PEKDOĞAN,SÜMEYYE SENEKLİOĞLU,TUNCER ULUŞEKER,FATİH ŞEN,İSMAİL FULSER,Arı Koleji Olimpik Spor Salonu
