Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
28.10.2016,15:00,BEA4048,01,ANADOLU ÜNİVERSİTESİ,69 - 58,SAKARYA BŞB GELİŞİM,2,ESKİŞEHİR,Anadolu Üniversitesi Spor Salonu,,SONER TÜRKER,ALİHAN CİVELEK,,,YASEMİN SEL,GİZEM AYDOĞDU,FATİH TAYSI,DİLEK AKGÜN,Anadolu Üniversitesi Spor Salonu
29.10.2016,16:00,BEA4055,01,ANKARA ANADOLU BASKET,80 - 76,ÜLKER ANKARA BASKETBOL,3,ANKARA,Ankara Spor Salonu (Küçük),,BATUHAN KÜMÜKOĞLU,SEZER ELAMAN,,,RESUL GEÇER,YUSUF NADAS,,CESARİ EMRE YILDIRIM,Ankara Spor Salonu (Küçük)
29.10.2016,17:00,BEA4049,01,EDİRNE BELEDİYESİ EDİRNESPOR,61 - 63,ÇORLU BELEDİYESİ,1,EDİRNE,Mimar Sinan Spor Salonu,,MUSTAFA BAŞTÜRK,SERAY AK,,,DENİZ AZAZ,,,,Mimar Sinan Spor Salonu
29.10.2016,17:00,BEA4050,01,ANADOLU EFES GELİŞİM,81 - 64,İ.T.Ü,4,İSTANBUL,Bayrampaşa Spor Salonu,,DUYGU GÜNAL,BARAN AVŞAR,,,SELEN TALAZER,ERMAN YÜCEL,ŞERMİN NAZLIGÜL,,Bayrampaşa Spor Salonu
29.10.2016,17:00,BEA4052,01,EĞİRDİR SPOR,72 - 59,FETHİYE BELEDİYE,6,ISPARTA,6 Mart Spor Salonu,,MEHMET BATIKAN TEKER,BATUHAN SÖYLEMEZOĞLU,,,,,,,6 Mart Spor Salonu
29.10.2016,17:00,BEA4054,01,ROTA KOLEJİ,59 - 86,BORNOVA BELEDİYESİ,5,İZMİR,Serdar Yereli Spor Salonu,,AHMET TAYLAN ÖZTÜRK,MURAT YURTSEVER,,,CEREN BARAN,HALİDE KAYA,GÜLÇİN AKIN,SİNEM YENİ,Serdar Yereli Spor Salonu
29.10.2016,17:30,BEA4053,01,İZMİT BASKETBOL İHTİSAS,64 - 71,GENÇ UFUK SPOR,2,KOCAELİ,Kocaeli Atatürk Spor Salonu,,FIRAT ATAR,NURŞAH OPAKBAY,,,,,,,Kocaeli Atatürk Spor Salonu
29.10.2016,17:30,BEA5051,01,UPS SPOR,63 - 55,BEYKOZ,4,İSTANBUL,Ahmet Cömert Spor Salonu,,CEMAL CEM MERAL,CİHAN HAYAR,,,,,,,Ahmet Cömert Spor Salonu
30.10.2016,13:00,BEA4056,01,TIBBİYELİLER SAKARYA SPOR,44 - 82,İZMİT BELEDİYESPOR,2,SAKARYA,Sakarya Atatürk Spor Salonu,,TEVFİK HAKAN MUTLU,YASİN GÜLAP,,,ÖZLEM ESKİN,YUSUF MURAT ÖTEN,BETÜL YENİSU,,Sakarya Atatürk Spor Salonu
30.10.2016,14:00,BEA4058,01,SARAY BELEDİYE,77 - 63,LÜLEBURGAZ AKADEMİ,1,TEKİRDAĞ,Çerkezköy Belediyesi Spor Salonu,,SALİH ARDA UNUL,ENES ŞENTÜRK,,,,,,,Çerkezköy Belediyesi Spor Salonu
30.10.2016,17:00,BEA4060,01,9 EYLÜL BASKETBOL İHTİSAS,52 - 89,AKHİSAR BELEDİYE GELİŞİM,5,İZMİR,Serdar Yereli Spor Salonu,,SAMET ERDOĞAN,MUSTAFA ÇELTİKER,,,GÜLBİN ÜZEL,GÜLTEKİN DAĞDEVİREN,TOLGA SAĞDIÇ,TUBA ÇETİNEL ÖÇAL,Serdar Yereli Spor Salonu
30.10.2016,17:00,BEA4061,01,MARZİNC SAĞLIKSPOR,55 - 78,TÜRK TELEKOM GELİŞİM,3,KARABÜK,Merkez Spor Salonu,,MURAT CİHAN ULUSU,NECMETTİN ULUÖZLÜ,,,,,,,Merkez Spor Salonu
30.10.2016,17:00,BEA4059,01,KIRKLARELİ BELEDİYE,92 - 83,KÜÇÜKKÖY,1,KIRKLARELİ,ATATÜRK,,ÖMER SARI,MUSA ONUR SAVAŞ,,,,GİZEM UYGUN,,,ATATÜRK
30.10.2016,17:30,BEA4062,01,FETHİYE BASKETBOL,77 - 55,YÜKSEKÇITA KOLEJİ,6,MUĞLA,Fethiye Beşkaza Spor Salonu,,MUSTAFA CANDEMİR TABAK,BARIŞ KÜÇÜKAY,,,GÜLCAN KARABULUT,NEVİN YAVAŞ ERTUĞRUL,ERSEN ERTÜRK,FERİDE BAHTINUR AĞIOĞLU,Fethiye Beşkaza Spor Salonu
30.10.2016,17:30,BEA4063,01,YILDIZLAR SPOR,75 - 93,MUĞLA ORMAN GELİŞİM,6,DENİZLİ,Pamukkale Üni. Çadır S.S.,,ALİ OSMAN KANIK,TUĞÇE AKYILDIZ,,,,,,,Pamukkale Üni. Çadır S.S.
