Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
13.10.2017,17:30,3EA836,01,ARTVİN BELEDİYE,99 - 83,SERRA SÜNGER İNEGÖL BELEDİYESPOR,A,ARTVİN,Artvin Merkez Spor Salonu,,EMİR CAN ÖZKAN,MESUT ÇINAR,BUĞRA ÇAĞATAY SAVAŞ,,,,,,Artvin Merkez Spor Salonu
14.10.2017,14:00,3EA837,01,BORNOVA BELEDİYESİ,111 - 29,KEPEZ BELEDİYE,A,İZMİR,Altındağ Atatürk Spor Kompleksi,,MUSTAFA TOPALOĞLU,YAŞAM İSSİ,ADEM DELİAVCI,,,,,,Altındağ Atatürk Spor Kompleksi
14.10.2017,15:00,3EA838,01,İTÜ,66 - 77,HALİLİYE BELEDİYE,A,İSTANBUL,İtü Ayazağa Spor Salonu,,MUSTAFA CANDEMİR TABAK,BURAK YILMAZ,SEZER BOR,,MURAT ÖZKAN,SENA MUSLU,ALPKAN HACIYAKUPOĞLU,ERMAN YÜCEL,İtü Ayazağa Spor Salonu
14.10.2017,16:00,3EA839,01,EFE SPOR,80 - 78,ROTA KOLEJİ,A,AYDIN,Aydın Atatürk Spor Salonu,,ÇETİN ARTAN,GÖNENÇ ÇETİN,ARMAN ÇİÇEKLİ,,MEHMET KARADENİZ,SEDAT DOĞRU,ŞERİF ÇAKIN,,Aydın Atatürk Spor Salonu
14.10.2017,16:00,3EA840,01,MUĞLA ORMAN,50 - 104,FMV IŞIKSPOR,A,MUĞLA,Menteşe Spor Salonu,,BATUHAN KÜMÜKOĞLU,SİNAN ERTEKİN,BARAN AVŞAR,,SAKİNE CANDEMİR,EVREN ERTOY,EMRE BURAK KOÇ,ÖZGÜL ERTOY,Menteşe Spor Salonu
14.10.2017,17:00,3EA841,01,MERKEZEFENDİ BELEDİYESİ YÜKSEKÇITA KOLEJİ,85 - 61,BİLECİK BELEDİYESİ,A,DENİZLİ,Vali Recep Yazıcıoğlu Spor Salonu,,SERDAR SARAÇ,ALİCAN ALICI,KENAN YILMAZ,,SEHER GEZER,AHMET ERYÜRÜK,ZEKERİYA KARAKOÇ,NURCAN TÜRK,Vali Recep Yazıcıoğlu Spor Salonu
3.11.2017,14:30,3EA854,01,FİNAL SPOR,83 - 66,TENİS ESKRİM DAĞCILIK,B,BURSA,Final Okulları Spor Salonu,,SERHAT DÜLGER,NİYAZİ YASİN KAHRAMAN,CAN ÜTKÜR,,ÇİGDEM AKYILDIZ,SEVDA USTA,GÖKHAN AVCI,BERNA EKBİÇ,Final Okulları Spor Salonu
4.11.2017,14:00,3EA858,01,İZMİR BŞB.,78 - 80,BOLU SPOR,B,İZMİR,Celal Atik Spor Salonu,,YAŞAM İSSİ,SÜLEYMAN EREN PEKDOĞAN,BUĞRA ÇAĞATAY SAVAŞ,,GİZEM KULAKSIZ,MUSTAFA VEFA GEZ,DENİZ TAN,BERRİN TURAN,Celal Atik Spor Salonu
4.11.2017,15:00,3EA855,01,ERZURUM BŞB GENÇLİK,64 - 74,EDİRNE BLD. EDİRNESPOR,B,ERZURUM,Erzurum Kapalı Spor Salonu,,MEHMET BURAK ANLATICI,AHMET OĞUZHAN CİRİT,SERCAN SİNİRLİOĞLU,,FATİH KÖSEOĞLU,AZAD YILMAZ,,,Erzurum Kapalı Spor Salonu
4.11.2017,15:00,3EA864,01,MANİSA BÜYÜKŞEHİR BELEDİYE,92 - 81,FETHİYE BELEDİYE,B,MANİSA,Manisa Atatürk Spor Salonu,,ÖZKAN ÇAĞLAYAN,ADEM DELİAVCI,AHMET TAYLAN ÖZTÜRK,,MERVE GÜNER,ESRA GÜLSUYU,SALİH KARAKURT,GÜL YILDIRIM,Manisa Atatürk Spor Salonu
4.11.2017,18:00,3EA862,01,UPS SPOR,65 - 52,GEMLİK BASKETBOL,B,İSTANBUL,Ahmet Cömert Spor Salonu,,BURAK YILMAZ,BATUHAN KÜMÜKOĞLU,ZEYNETTİN BİNÇ,,NEŞE KIRAN,SELEN TALAZER,ŞAZİYE SİMSAR YAKIN,YEŞİM AKAN,Ahmet Cömert Spor Salonu
