Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
11.10.2019,16:30,2EA3622,01,ANADOLU BASKET,98 - 101,LOKMAN HEKİM FETHİYE BELEDİYESPOR,,ANKARA,TOBB ETÜ Spor Salonu,Youtube / TBF TV,TURGUT IŞIK,HALİL ERKOÇ,AYHAN BAYKARA,ZAFER ÖZGÜN,RESUL GEÇER,SİNA KÜÇÜKDİLEK,SEÇİL ÇAPKINOĞLU,SAHRA ÇOKER,TOBB ETÜ Spor Salonu
11.10.2019,18:00,2EA3615,01,1881 DÜZCE BELEDİYE,65 - 69,SEMT77 YALOVASPOR,,DÜZCE,Kalıcı Konutlar Merkez Spor Salonu,,İBRAHİM ALTINTAŞ,AHMET TANER İBİN,NİHAT ÇETİN,İBRAHİM EMRE AYDEMİR,ONUR OROÇ,MURAT ORHAN,MERTCAN AKGÜL,EMRE ARSLAN,Kalıcı Konutlar Merkez Spor Salonu
12.10.2019,14:30,2EA3618,01,FİNAL GENÇLİK,123 - 91,MAMAK BELEDİYESİ,,BURSA,Bursa Atatürk Spor Salonu,,TUNÇTAN DURMUŞCAN,YİĞİT EMRE ŞİMŞEK,SEYHAN TOPALOĞLU,SERKAN İNCE,RUMEYSA YILDIZ,BERNA EKBİÇ,TEOMAN ÖYLEK,HANDE NUR DOĞAN,Bursa Atatürk Spor Salonu
12.10.2019,15:00,2EA3617,01,MANİSA BÜYÜKŞEHİR BELEDİYE,82 - 68,BORNOVA BELEDİYESPOR,,MANİSA,Muradiye Spor Salonu,,TAHSİN KUZU,ABDULLAH KOPUTAN,UYGAR KURT,TURAN CAN OCAKOĞLU,İSMAİL ATAR,SALİH KARAKURT,HEDİYE AYTAŞ SARIASLAN,CEMİLE ÜLKER,Muradiye Spor Salonu
12.10.2019,16:00,2EA3619,01,BALIKESİR BÜYÜKŞEHİR BELEDİYESPOR,68 - 67,BANDIRMA KIRMIZI,,BALIKESİR,Kurtdereli Spor Salonu,Youtube / TBF TV,MURAT CİNER,MEHMET ONUR SÖNMEZ,MUZAFFER VARDARLI,MURAT KARTAL,EYLEM KAYA,MUSA ÇALIŞKAN,HAKAN KÜLAHLI,MERVE TELLİBAYRAKTAR,Kurtdereli Spor Salonu
12.10.2019,16:00,2EA3620,01,KONYASPOR,89 - 67,BUDO GEMLİK BASKETBOL,,KONYA,Selçuklu Belediyesi Spor Salonu,Youtube / TBF TV,YÜCEL ÇİLİNGİR,BENHÜR İRCEL,MUHAMMET MUSTAFA AKILLIOĞLU,BURAK DEDE,SADETTİN YAMAN,HÜSEYİN BAĞCI,MUSTAFA HARTÜN,EMİNE HARTÜN,Selçuklu Belediyesi Spor Salonu
12.10.2019,16:00,2EA3621,01,PETKİM SPOR,75 - 72,AKHİSAR BELEDİYE,,İZMİR,Enka Spor Salonu,,UĞUR ÖZEN,FATİH GÜLER,AHMET KEMAL DİGİLLİ,MUSTAFA BİÇER,İLAYDA DİNÇEL,GÜLTEKİN DAĞDEVİREN,ÖMER DURSUN,ONUR BURAK,Enka Spor Salonu
12.10.2019,17:00,2EA3616,01,SAMSUNSPOR,52 - 72,MERKEZEFENDİ BELEDİYESİ,,SAMSUN,Mustafa Dağıstanlı Spor Salonu,,ÖNDER YILMAZ,ABDULLAH İLİK,YİĞİT GÖNÜLTAŞ,KAYA EREZ,YEŞİM YILDIZ COŞKUN,MERVE SERDAR,ÇAĞRI TEMUR,ESRA BAYZAT,Mustafa Dağıstanlı Spor Salonu
18.10.2019,18:00,2EA3624,02,BORNOVA BELEDİYESPOR,79 - 57,SAMSUNSPOR,,İZMİR,Altındağ Atatürk Spor Kompleksi,,GÖKSUN ÖZ,SERDAR SARAÇ,AHMET MURAT ARIKANLI,MURAT KARTAL,HÜSNİYE ÇOBAN,GÜLÇİN AKIN,MERAL DURMAZ,SİNEM ÖZAYDIN,Altındağ Atatürk Spor Kompleksi
18.10.2019,19:00,2EA3623,02,MERKEZEFENDİ BELEDİYESİ,83 - 68,1881 DÜZCE BELEDİYE,,DENİZLİ,Pamukkale Üniversitesi Spor Salonu,Youtube / TBF TV,ERGİN SARI,MESUT ÖZTÜRK,BURAK YILMAZ,DİDEM SÜER,ZEHRA NUR TÜRK,MELEK ERYÜRÜK,SEHER GEZER,AYŞE ERİŞ,Pamukkale Üniversitesi Spor Salonu
