Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
18.10.2024,18:00,BGL1561,01,KARŞIYAKA,84 - 70,TÜRK TELEKOM,D,İZMİR,Mustafa Kemal Atatürk Karşıyaka Spor Salonu,Youtube / TBF TV,İSMAİL BİNBİR,KEREM EKE,EGEHAN SERT,İLSU DARICIOĞLU,ERSOY TURAN,HAKAN DÖNMEZ,OSMAN ARKIN BARUTCU,CEREN ARIKAN BAYKUŞ,Mustafa Kemal Atatürk Karşıyaka Spor Salonu
19.10.2024,14:00,BGL1559,01,GELİŞİM KOLEJİ,101 - 68,İSTANBUL TİCARET ODASI,A,İZMİR,Gelişim Koleji Spor Salonu,Youtube / TBF TV,İSMAİL BİNBİR,OKTAY ÇETİN SAĞDEMİR,ALİ KAAN USLU,İBRAHİM ALPER ÖZKUL,GİZEM ÖZAYDIN,GÖKHAN YAZ,BÜLENT TURAN,HAKAN DÖNMEZ,Gelişim Koleji Spor Salonu
19.10.2024,14:00,BGL1560,01,İZMİR BAHÇEŞEHİR OKULLARI,80 - 79,DARÜŞŞAFAKA,B,İZMİR,Menemen Spor Salonu,Youtube / TBF TV,TURGUT IŞIK,EMİN YEŞİL,ALMİR CEM SINACI,AHMET CEYHUN KARACA,ERSOY TURAN,MEHMET AKINCI,SÜLEYMAN BARTU GÜL,SENEM ARIN KOCATÜRK,Menemen Spor Salonu
19.10.2024,15:00,BGL1558,01,GALATASARAY,88 - 67,BURSASPOR TATİLDEKİRALA.COM,B,İSTANBUL,Ahmet Cömert Spor Salonu,Youtube / TBF TV,SEDA ESEN,İZZET ATALAY TAŞKIN,TALHA ÜNAL,KORAY DOĞAN URBARLI,EMRAH RİFAİ,GÜL URASLI,BARIŞ AKSAKAL,SERDAR ERHAN,Ahmet Cömert Spor Salonu
19.10.2024,16:00,BGL1562,01,MANİSA BASKET,86 - 82,ONVO BÜYÜKÇEKMECE BASKETBOL,C,MANİSA,Tarık Almış Spor Salonu,Youtube / TBF TV,ÖNDER YILMAZ,ALPER OĞUZCAN CİRİT,NECİP ERALP SER,ÖZCAN PAMUK,KADİR ERDEN,RAUF ŞENEL,SONGÜL ÇELİK,TUĞBERK ŞENGÜLDÜREN,Tarık Almış Spor Salonu
20.10.2024,13:00,BGL1556,01,BAHÇEŞEHİR KOLEJİ,82 - 53,ECOGREEN MERKEZEFENDİ BELEDİYESİ BASKET,A,İSTANBUL,Basketbol Gelişim Merkezi,Youtube / TBF TV,OZAN GÖNEN,MEHMET HAKAN ALATAŞ,MAHİR ÇITAK,SELİM ALAATTİN ALGÜL,ZUHAL SUKAN,ŞAZİYE SİMSAR YAKIN,TEVFİK ATAY DEVELİ,SİNEM ÖZTÜRK,Basketbol Gelişim Merkezi
21.10.2024,13:00,BGL1563,01,TOFAŞ,111 - 51,MERSİN SPOR TARSUS AMERİKAN KOLEJİ,C,BURSA,Tofaş Spor Salonu,Youtube / TBF TV,FATİH GÜLER,EFE ÖZALKAN,HALİL SAMET KESKİN,SERTAÇ ERDEM,ŞAFAK IRMAK SARAÇOĞLU,NİDA ECE TÜZÜK,SERKAN ILGAR,AHMET CAN ŞAPÇI,Tofaş Spor Salonu
21.10.2024,18:00,BGL1557,01,FENERBAHÇE BEKO,85 - 64,FİNAL OKULLARI YALOVASPOR,D,İSTANBUL,Fenerbahçe Metro Enerji Spor Salonu,Youtube / TBF TV,AYDIN KARAÇAM,YUSUF KARABAĞ,ANIL YEŞİLDAĞ,ARAS BİLGE AKSÜYEK,DEMET ULUCUTSOY,GÜLTEKİN KABAŞ,TUĞBA DURNAOĞLU,SEHER KAZANÇ,Fenerbahçe Metro Enerji Spor Salonu
25.10.2024,18:00,BGL1567,02,DARÜŞŞAFAKA,67 - 65,GALATASARAY,B,İSTANBUL,Darüşşafaka Ayhan Şahenk Spor Salonu,Youtube / TBF TV,FATİH GÜLER,AYHAN CEM AKAN,KEREM EKE,TAYFUN AY,CANAN EROĞUL,ALPKAN HACIYAKUPOĞLU,DİLARA YEŞİLDAL,AYBERK PARALI,Darüşşafaka Ayhan Şahenk Spor Salonu
27.10.2024,13:00,BGL1564,02,BEŞİKTAŞ,62 - 64,GELİŞİM KOLEJİ,A,İSTANBUL,BJK Fibabanka Spor Kompleksi,Youtube / TBF TV,ORKUN YURTTAŞ,EGEHAN SERT,MUHAMMET ALİ YAVUZ,SERDAR ÇELİK,TUĞBA AKYÜZ,ŞAZİYE SİMSAR YAKIN,ÖZLEM TUNA,MERVE SAĞLAM,BJK Fibabanka Spor Kompleksi
27.10.2024,16:00,BGL1571,02,TÜRK TELEKOM,75 - 99,FENERBAHÇE BEKO,D,ANKARA,Ankara Spor Salonu (Küçük),Youtube / TBF TV,YİĞİT EMRE ŞİMŞEK,BURAK TATOĞLU,ULAŞ ARSLAN,EZEL SÜRÜCÜ,SELDA UZUN,FATİH DEMİRCİ,MUSTAFA KAYA,ATAKAN EFE DEVECİ,Ankara Spor Salonu (Küçük)
28.10.2024,13:30,BGL1568,02,GAZİANTEP BASKETBOL,88 - 70,MANİSA BASKET,C,GAZİANTEP,Karataş Şahinbey Spor Salonu,Youtube / TBF TV,OZAN GÖNEN,SÜLEYMAN DORUK KERKEZ,ONUR UĞUR ÇİÇEKDENK,MEYMİNE MİNE YAZGÖNÜL,FATMA TOSUN,MEHMET CEMİL BOZYEL,ALİ DALYANOĞLU,UĞUR ŞAHAN,Karataş Şahinbey Spor Salonu
28.10.2024,14:00,BGL1569,02,ONVO BÜYÜKÇEKMECE BASKETBOL,60 - 77,TOFAŞ,C,İSTANBUL,Beylikdüzü Spor Salonu,Youtube / TBF TV,BARIŞ TURGUT,ATA GÜRAKAN,MEHMET NEZİR DUNMAZ,ARAS BİLGE AKSÜYEK,BİROL ŞİMŞEK,BURHAN DEMİR,BURÇİN ÖZBAYRAKTAR,MURAT ÖZKAN,Beylikdüzü Spor Salonu
28.10.2024,18:00,BGL1566,02,ANADOLU EFES,86 - 78,İZMİR BAHÇEŞEHİR OKULLARI,B,İSTANBUL,Ahmet Cömert Spor Salonu,Youtube / TBF TV,ORKUN YURTTAŞ,ANIL YEŞİLDAĞ,BETÜL ERKAN,YAŞAR TERZİOĞLU,MERVE GÜLDAŞ,GÜL URASLI,TUĞÇE KAYA,HİLMİ CANKUT AYNAR,Ahmet Cömert Spor Salonu
28.10.2024,18:30,BGL1565,02,İSTANBUL TİCARET ODASI,59 - 65,BAHÇEŞEHİR KOLEJİ,A,İSTANBUL,Caferağa Spor Salonu,Youtube / TBF TV,YÜCEL ÇİLİNGİR,EFE ÖZALKAN,BATUHAN ORHAN,SERDAR İNAN,MURAT SONER DURADEMİR,MUSTAFA KEMAL PENPE,MURAT GÜRKAN,İLYAS KURTULUŞ,Caferağa Spor Salonu
