Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
7.10.2017,13:00,1EA2524,01,FENERBAHÇE DOĞUŞ,80 - 63,BANVİT,,İSTANBUL,Ülker Spor ve Etkinlik Salonu,beINSports HD 3,AYTUĞ EKTİ,ERŞAN KARTAL,DUHAN KÖYİÇİ,,,,,,Ülker Spor ve Etkinlik Salonu
7.10.2017,15:15,1EA2523,01,ESKİŞEHİR BASKET,80 - 76,İSTANBUL BBSK,,ESKİŞEHİR,Anadolu Üniversitesi Spor Salonu,beINSports HD 3,FATİH ARSLANOĞLU,MEHMET SERDAR ÜNAL,MEHMET KARABİLECEN,,,,,,Anadolu Üniversitesi Spor Salonu
7.10.2017,17:00,1EA2526,01,GALATASARAY ODEABANK,82 - 58,GAZİANTEP BASKETBOL,,İSTANBUL,Sinan Erdem Spor Salonu,NTV SPOR,MEHMET KESERATAR,KAAN BÜYÜKÇİL,ÖZGE ŞENTÜRK BAYRAKTAR,,,,,,Sinan Erdem Spor Salonu
7.10.2017,20:15,1EA2519,01,TOFAŞ,97 - 81,DARÜŞŞAFAKA BASKETBOL,,BURSA,Tofaş Spor Salonu,beINSports HD 3,ÖZLEM YALMAN,MEHMET OZAN ÇAKAR,POLAT PARLAK,,,,,,Tofaş Spor Salonu
8.10.2017,13:00,1EA2520,01,YEŞİLGİRESUN BELEDİYESPOR,64 - 61,MURATBEY UŞAK,,GİRESUN,19 Eylül S.S.,beINSports HD 3,ALİ SERKAN EMLEK,ZİYA ÖZORHON,SERHAT BÜKER,,,,,,19 Eylül S.S.
8.10.2017,15:15,1EA2521,01,TRABZONSPOR,71 - 82,BEŞİKTAŞ SOMPO JAPAN,,TRABZON,Hayri Gür Spor Salonu,NTV SPOR,ALPER ALTUĞ KÖSELERLİ,AHMET ERSAN ERGÜLER,MEHMET ŞAHİN,,,,,,Hayri Gür Spor Salonu
8.10.2017,17:00,1EA2522,01,DEMİR İNŞAAT BÜYÜKÇEKMECE,71 - 64,SAKARYA BÜYÜKŞEHİR BASKETBOL,,İSTANBUL,Gazanfer Bilge,beINSports HD 3,YENER YILMAZ,ALİ ŞAKACI,AHMET TATLICI,,,,,,Gazanfer Bilge
8.10.2017,19:30,1EA2525,01,PINAR KARŞIYAKA,92 - 85,ANADOLU EFES,,İZMİR,Mustafa Kemal Atatürk Karşıyaka Spor Salonu,beINSports HD 3,ZAFER YILMAZ,OSMAN SİNAN İŞGÜDER,CAN MAVİSU,,,,,,Mustafa Kemal Atatürk Karşıyaka Spor Salonu
14.10.2017,13:00,1EA2528,02,BEŞİKTAŞ SOMPO JAPAN,91 - 94,YEŞİLGİRESUN BELEDİYESPOR,,İSTANBUL,Akatlar Spor ve Kültür Kompleksi,beINSports HD 3,MEHMET KESERATAR,KAAN BÜYÜKÇİL,ÖZGE ŞENTÜRK BAYRAKTAR,,,,,,Akatlar Spor ve Kültür Kompleksi
14.10.2017,15:15,1EA2533,02,GAZİANTEP BASKETBOL,74 - 73,PINAR KARŞIYAKA,,GAZİANTEP,Karataş Şahinbey Spor Salonu,beINSports HD 3,AYTUĞ EKTİ,İSMAİL AYDIN,DUHAN KÖYİÇİ,,,,,,Karataş Şahinbey Spor Salonu
