Tarih,Saat,Maç No,Hafta,A Takım,Sonuç,B Takım,Grubu,Şehir,Salon,TV,Baş Hakem,1. Yrd. Hakem,2. Yrd. Hakem,Temsilci,1. Masa G.,2. Masa G.,3. Masa G.,4. Masa G.,Salon.1
28.10.2016,15:00,BBA0373,01,FENERBAHÇE GELİŞİM,130 - 22,K.ÇEKMECE BASKETBOL,A,İSTANBUL,Fenerbahçe Koleji Spor Salonu,,TAHSİN ONUR BALSUN,KENAN YILMAZ,,,NALAN TAGA,,ESER FIRIL,,Fenerbahçe Koleji Spor Salonu
28.10.2016,18:30,BBA0371,01,ÜMMÜHAN HATUN İLKÖĞRETİM OKULU,71 - 51,KOCATÜRK KOLEJİ,A,ÇANAKKALE,Anafartalar Spor Salonu,,LEYLA GÜLEN,MUSTAFA AKSOY,,,,,,,Anafartalar Spor Salonu
29.10.2016,12:00,BBA0375,01,BOSNA BASKET,81 - 43,BANDIRMA BASKETBOL,A,İSTANBUL,Abdi İpekçi Spor Salonu,,ÜLVİYE ÖMÜR BEŞE,MUHAMMET CAN MERİÇ,,,YEŞİM AKAN,YEŞİM ÖZCAN ÖZTÜRK,ALPER LAÇİNKAYA,,Abdi İpekçi Spor Salonu
29.10.2016,14:00,BBA0461,01,FIXOTO GENÇLİK,69 - 62,MENEMEN BELEDİYESPOR,B,ANTALYA,Antalya ATATÜRK Spor Salonu,,AHMET KÖSE,KAMİL TALHA OLGUN,,,PINAR ÖZÇULCU,ERKAN BÜDÜN,SEDA DİKER,FARUK GÜNNASIR,Antalya ATATÜRK Spor Salonu
29.10.2016,18:00,BBA0552,01,TOROSLAR BELEDİYE,93 - 20,ŞANLIURFA D.S.İ.SPOR,C,MERSİN,Toroslar 7.Bölge Spor Salonu,,EYYÜP AYHAN,ERSEL BÜYÜKKARA,,,,CANER SERTEL,SÜREYYA KANALICI,MEHMET ALİ ÖNCÜ,Toroslar 7.Bölge Spor Salonu
30.10.2016,13:00,BBA0554,01,AS KADİRLİ,75 - 47,ALTINEL SPOR,C,OSMANİYE,Kadirli Spor Salonu,,HİKMET FEN,BARAN VARLU,,,,,,,Kadirli Spor Salonu
30.10.2016,13:00,BBA0551,01,ABDULLAH GÜL ÜNİ. GELİŞİM,70 - 60,ARGE BASKETBOL,C,KAYSERİ,Kayseri Atatürk Spor Salonu,,KEREM SAİT DEMİR,CANER BAHADIR,,,GÖZDE ARIKAN,ELİF CENGİZ,EBRU UĞUZ,ASIM KUBAT,Kayseri Atatürk Spor Salonu
30.10.2016,13:00,BBA0463,01,GÖLHİSAR CUMHURİYET İ.Ö.O.,28 - 95,İZMİR BŞB.,B,BURDUR,Burdur Gölhisar Spor Salonu,,DURSUN UĞRAL,SİNAN ERTEKİN,,,ERHAN GÜRSEL,,,,Burdur Gölhisar Spor Salonu
30.10.2016,13:00,BBA0464,01,7 SANAT EĞİTİM KÜLTÜR GENÇLİK,37 - 106,BAYRAKLI BELEDİYESİ,B,AYDIN,Nazilli İsabeyli Spor Salonu,,ELİF İNCİ,SERCAN SİNİRLİOĞLU,,,,CEREN KORKULU,ENGİN TAŞKIN,HÜMEYRA ER,Nazilli İsabeyli Spor Salonu
30.10.2016,14:00,BBA0374,01,DÜZCE BELEDİYE,68 - 78,DOSTLUK SPOR,A,DÜZCE,18 Temmuz Spor Salonu,,REHA DEMİR,SEZER BOR,,,,,,,18 Temmuz Spor Salonu
